"Lang","Gender","Age","ID","List","Trial_Seq","Size","Orien","Match","Probe","Target","sentence_read_time","Target_response_time","correct","Comprehension_correct","datetime"
"C","F","20","49","C_List03.csv",0,"S","V","N","那支菊花掉在花店地上","STI/SMALL/daisy_r.jpg",3252,996,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",1,"F","F","F","那顆球就在桌球桌上","STI/Filler/faucet.jpg",2251,863,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",2,"F","F","F","那艘軍艦正駛向港口","STI/Filler/freighttruck.jpg",1140,861,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",3,"L","V","Y","獨木舟正從瀑布頂端落下","STI/LARGE/canoe_V.jpg",3115,1569,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",4,"F","F","F","那件帳篷架在空地上","STI/Filler/castle.jpg",2566,671,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",5,"F","F","F","蠟燭立在餐桌上","STI/Filler/041-bonbon_candy.jpg",1951,536,1,0,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",6,"F","F","F","那間狗屋蓋在大門旁","STI/Filler/ironbarrel.jpg",2297,697,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",7,"F","F","F","那間雞舍在花園裡","STI/Filler/025-barre_bar.jpg",2019,690,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",8,"F","F","F","影印機在桌子旁邊","STI/Filler/cooler01.jpg",3950,619,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",9,"F","F","F","辦公椅放在辦公室裡","STI/Filler/microwave.jpg",2144,571,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",10,"F","F","F","玩具恐龍站立在桌子上","STI/Filler/usbkey.jpg",1476,619,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",11,"L","H","N","這隻豬的屠體被掛起來","STI/LARGE/pig_H.jpg",2676,943,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",12,"S","H","N","那隻鞋靠在牆上","STI/SMALL/shoe.jpg",1966,568,0,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",13,"F","F","F","漢堡就在托盤裡","STI/Filler/earring01.jpg",2064,559,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",14,"F","F","F","飛鏢盤就掛在牆上","STI/Filler/mirror.jpg",1901,682,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",15,"F","F","F","那台計算器放在桌子上","STI/Filler/strap.jpg",1114,745,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",16,"L","H","Y","戰鬥機在雲層下飛行","STI/LARGE/jetfighter_H.jpg",2606,838,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",17,"L","V","Y","那艘遊艇已沉入海中","STI/LARGE/boat_V.jpg",2056,851,0,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",18,"F","F","F","錄音帶放在錄音機裡","STI/Filler/166-klaxon_horn.jpg",5006,749,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",19,"S","H","N","那支螺絲起子正被使用","STI/SMALL/screwdriver04b.jpg",1244,511,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",20,"F","F","F","小麥長在麥田裡","STI/Filler/089-chronometre_stop-watch.jpg",1422,688,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",21,"S","V","Y","那支保齡球瓶站在球道盡頭","STI/SMALL/248-quille_skittle_r.jpg",3225,664,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",22,"L","V","N","那具窗框安裝在天花板","STI/LARGE/windowframe_V.jpg",3894,649,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",23,"L","H","N","砂石車正在傾倒砂石","STI/LARGE/dump-truck_H.JPG",2022,595,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",24,"S","H","N","保特瓶就放在冰箱裡","STI/SMALL/waterbottle01b.jpg",913,712,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",25,"F","F","F","電腦顯示器放在書桌上","STI/Filler/fryingpan02a.jpg",1956,553,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",26,"S","H","N","剃刀放在杯子裡","STI/SMALL/razor01.jpg",1789,515,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",27,"S","V","Y","樹枝被插進土裡","STI/SMALL/branch02_r.jpg",949,605,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",28,"S","V","N","眼藥膏被收在抽屜裡","STI/SMALL/gluetube_r.jpg",1209,732,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",29,"F","F","F","乒乓球桌就在房間裡","STI/Filler/020-baignoire_bathtub.jpg",1233,670,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",30,"F","F","F","撲克牌在魔術師手中","STI/Filler/weight01.jpg",978,1240,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",31,"L","V","N","公車正行駛在公路上","STI/LARGE/bus_V.jpg",1030,783,0,0,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",32,"L","H","N","火箭已發射昇空","STI/LARGE/rocket_H.jpg",1110,728,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",33,"L","H","N","鐵桶放在工廠裡","STI/LARGE/steelbarrel_H.jpg",1756,840,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",34,"L","V","N","那座釣橋橫跨護城河","STI/LARGE/Drawbridge_V.jpg",3793,974,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",35,"L","V","N","重型吊臂靜止在路邊的吊車上","STI/LARGE/crane_V.jpg",12251,537,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",36,"F","F","F","這卷底片就在相機中","STI/Filler/candle08b.jpg",1628,854,0,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",37,"S","H","Y","那棵生玉米被丟在廚房角落","STI/SMALL/cornhusk.jpg",1246,759,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",38,"S","V","Y","花盆擺在門口前","STI/SMALL/242-pot_jar_r.jpg",2513,581,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",39,"S","H","Y","那條牛仔褲就放在床上","STI/SMALL/jeans01.jpg",1139,571,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",40,"F","F","F","那台警車行駛在馬路上","STI/Filler/282-tractopelle_digger.jpg",1053,705,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",41,"L","H","Y","酒桶被放置在酒窖中","STI/LARGE/barrel_H.JPG",1080,541,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",42,"L","V","N","那艘太空梭正被搬往博物館","STI/LARGE/spaceshuttle_V.jpg",1844,1160,0,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",43,"L","H","N","那台直立式鋼琴正放在手推車上","STI/LARGE/Uprightpiano_H.jpg",3269,498,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",44,"F","F","F","有顆牙齒在鐵盤之中","STI/Filler/156-hot-dog_hot-dog.jpg",2433,849,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",45,"F","F","F","耳環就在盒子旁邊","STI/Filler/078-cassette_cassette.jpg",652,568,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",46,"F","F","F","那間小屋位在森林裡","STI/Filler/barn.jpg",1664,800,0,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",47,"F","F","F","救生圈被放在甲板上","STI/Filler/294-ventilateur_fan.jpg",1960,875,0,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",48,"F","F","F","那台摩托車停在停車場裡","STI/Filler/035-bibliotheque_book-shelves.jpg",1281,774,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",49,"L","V","Y","船錨正被放下","STI/LARGE/anchor_V.jpg",856,402,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",50,"L","H","Y","巡曳飛彈正在海面飛行","STI/LARGE/missle_H.jpg",969,635,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",51,"S","H","Y","這頂帽子在模特兒的頭上","STI/SMALL/hat.jpg",872,660,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",52,"S","V","Y","這支火柴夾在我的手指裡","STI/SMALL/007-allumette_match_r.jpg",1061,496,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",53,"L","V","N","雲梯正被消防員搬運","STI/LARGE/ladder_V.jpg",968,461,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",54,"S","H","Y","玻璃瓶被倒放在酒櫃裡","STI/SMALL/beerbottle.jpg",1117,716,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",55,"L","H","Y","那台大冰箱躺在貨運卡車裡","STI/LARGE/refrigerator_H.jpg",1874,624,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",56,"F","F","F","籃球架就設置在球場邊","STI/Filler/uprightpiano01.jpg",1303,714,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",57,"S","V","N","釣竿在那位釣客手裡","STI/SMALL/fishingrod_r.jpg",858,484,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",58,"S","V","Y","試管就放在試管架","STI/SMALL/126-eprouvette_test-tube_r.jpg",1676,545,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",59,"F","F","F","那隻鋸子放在工具箱中","STI/Filler/034-biberon_feeding-bottle.jpg",1318,585,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",60,"S","V","N","有根胡蘿蔔放在超市蔬果區","STI/SMALL/carrot01_r.jpg",485,544,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",61,"F","F","F","戰艦航行在大海","STI/Filler/240-pont_bridge.jpg",736,857,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",62,"F","F","F","電話設置在茶几上","STI/Filler/briefcaseclosed.jpg",865,679,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",63,"S","V","Y","那支拐杖正握在老人手中","STI/SMALL/066-canne_cane_r.jpg",782,692,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",64,"F","F","F","手電筒放在手提箱中","STI/Filler/scrubbingbrush05b.jpg",668,627,1,0,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",65,"L","V","Y","地板門已開啓讓人進入","STI/LARGE/trapdoor_V.jpg",1854,861,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",66,"F","F","F","大白菜就放在貨架上","STI/Filler/umbrellaopen.jpg",682,1905,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",67,"F","F","F","那盞桌燈就擺在店裡","STI/Filler/dentalfloss03b.jpg",1447,780,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",68,"F","F","F","電風扇裝在天花板","STI/Filler/chair.jpg",766,630,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",69,"F","F","F","直昇機正停在跑道上","STI/Filler/ferry.jpg",641,711,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",70,"L","H","Y","那台自動販賣機躺在貨車中","STI/LARGE/vending_H.jpg",1020,614,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",71,"S","H","N","訂書機放在筆筒裡","STI/SMALL/stapler03a.jpg",2466,795,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",72,"F","F","F","錘子放在工作桌上","STI/Filler/rubikcube.jpg",1731,513,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",73,"F","F","F","城堡就建在山上","STI/Filler/lighthouse.jpg",927,697,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",74,"S","H","N","相框放在書桌上","STI/SMALL/pictureframe04.jpg",584,574,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",75,"F","F","F","蘋果就在桌子上","STI/Filler/075-carte_playing-card.jpg",592,491,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",76,"F","F","F","那座燈塔位於港口入口","STI/Filler/submarine.jpg",782,703,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",77,"F","F","F","巨型煉油廠就在大馬路旁","STI/Filler/castletower.jpg",1070,808,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",78,"S","V","N","漏斗就放在碗盤旁邊","STI/SMALL/funnel_r.jpg",1127,468,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",79,"L","V","Y","那張床墊緊靠著牆壁","STI/LARGE/mattress_V.jpg",977,967,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",80,"F","F","F","那顆膠囊放在桌子上","STI/Filler/staple.jpg",799,650,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",81,"L","H","Y","鐵達尼號正航向目的地","STI/LARGE/Titanic_H.jpg",11,1184,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",82,"S","V","N","畚箕就放在儲藏室裡","STI/SMALL/dustpan_r.jpg",810,691,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",83,"F","F","F","教堂在廣場旁邊","STI/Filler/093-chapiteau_big-top.jpg",657,627,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",84,"F","F","F","垃圾桶設在人行道上","STI/Filler/woodboard.jpg",616,678,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",85,"F","F","F","碼錶就在教練手中","STI/Filler/wheel01.jpg",855,510,1,0,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",86,"F","F","F","杯子放在餐桌上","STI/Filler/kiwi03.jpg",1395,538,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",87,"L","H","N","那座路燈就設在路旁","STI/LARGE/streetlantern_H.jpg",837,933,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",88,"F","F","F","鬧鐘被放在床上","STI/Filler/flower.jpg",1022,522,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",89,"S","V","Y","那支糖果棒掛在聖誕樹上","STI/SMALL/candycane01a_r.jpg",795,620,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",90,"F","F","F","氣球在小孩子的手裡","STI/Filler/pill.jpg",805,789,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",91,"F","F","F","那台卡車停在工廠裡","STI/Filler/071-bateau_boat.jpg",2289,567,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",92,"F","F","F","有隻蝦子在水族箱中","STI/Filler/laptopopen.jpg",460,691,1,1,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",93,"L","V","Y","那張沙發放在手推車上移動","STI/LARGE/sofa_V.jpg",636,698,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",94,"L","H","N","那台客機從雲層墜落","STI/LARGE/aeroplane_H.jpg",915,616,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",95,"F","F","F","魔術方塊就在架子上","STI/Filler/solderingiron.jpg",750,605,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",96,"L","H","Y","降落傘從噴射機尾張開","STI/LARGE/Parachute_H.jpg",853,728,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",97,"F","F","F","那台休旅車在馬路上行駛","STI/Filler/027-batterie_drum-set.jpg",665,547,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",98,"S","V","N","那根大葱放在廚房的桌子上","STI/SMALL/leek_r.jpg",1197,846,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",99,"F","F","F","書架放置在房間裡","STI/Filler/briefcaseclosed.jpg",947,654,1,0,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",100,"L","V","Y","公文櫃就放在辦公室裡","STI/LARGE/filingcabinet_V.jpg",1122,995,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",101,"F","F","F","那台電動機車行駛在隧道裡","STI/Filler/desk02.jpg",3221,578,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",102,"F","F","F","貨物列車在鐵路上行駛","STI/Filler/293-usine_factory.jpg",1041,644,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",103,"S","H","Y","冰淇淋勺就在櫃子上","STI/SMALL/measuringspoon.jpg",926,624,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",104,"L","H","N","拆房用的金屬球已擊中牆壁","STI/LARGE/wreckingball_H.jpg",1611,597,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",105,"F","F","F","那台雲梯車行駛在馬路上","STI/Filler/sailboat.jpg",756,696,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",106,"F","F","F","那盞燈安裝在牆上","STI/Filler/ribbon04.jpg",1879,713,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",107,"F","F","F","機庫就在飛機旁邊","STI/Filler/church.jpg",2414,585,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",108,"F","F","F","床舖就放在房間裡","STI/Filler/airhockeytable.jpg",631,1029,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",109,"S","H","Y","那隻手套放在駕駛座前","STI/SMALL/glove_H.jpg",686,516,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",110,"F","F","F","貨輪航行到港口","STI/Filler/Generic_High_Speed_Train_01.jpg",600,700,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",111,"S","H","Y","有支牙刷放在洗手台","STI/SMALL/toothbrush_H.jpg",717,669,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",112,"L","V","Y","桌子被豎起放在儲藏室裡","STI/LARGE/desk_V.jpg",2693,711,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",113,"S","V","Y","鑰匙圈掛在牆上","STI/SMALL/keychain_r.jpg",753,805,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",114,"F","F","F","那支瑞士刀放在桌子上","STI/Filler/filmroll.jpg",838,573,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",115,"S","V","N","湯匙放在盤子上面","STI/SMALL/spoon_V.jpg",1204,432,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",116,"F","F","F","雨傘被放在海灘上","STI/Filler/tv.jpg",521,468,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",117,"F","F","F","衣服就放在衣櫥裡","STI/Filler/spatula04.jpg",619,495,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",118,"F","F","F","那隻牛生活在農場裡","STI/Filler/boxtrailer.jpg",1049,802,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",119,"S","H","N","這貝殼就在遊客手裡","STI/SMALL/seashell01.jpg",807,617,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",120,"F","F","F","木筏正向碼頭移動","STI/Filler/cow.jpg",3049,868,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",121,"F","F","F","烘衣機放在浴室裡","STI/Filler/260-sapin_fir-tree.jpg",1498,657,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",122,"S","H","N","那支餐叉放在瓶子裡","STI/SMALL/tongs01b.jpg",1825,820,0,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",123,"L","V","N","那台吉普車行駛在馬路上","STI/LARGE/jeep_V.jpg",490,622,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",124,"S","H","Y","鐵釘放在工具箱中","STI/SMALL/nail.jpg",529,1156,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",125,"F","F","F","文件夾就在書架上","STI/Filler/pillow.jpg",448,566,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",126,"L","V","N","複製的自由女神像正被搬進公園","STI/LARGE/liberty_V.jpg",1323,578,1,NA,"12/20/16 10:04:45"
"C","F","20","49","C_List03.csv",127,"L","H","Y","停車場閘門擋住準備繳費的車子","STI/LARGE/gate_arms_H.jpg",10447,680,1,NA,"12/20/16 10:04:45"
"C","F","20","012","C_List01.csv",0,"L","V","N","那台直立式鋼琴擺在貨車上","STI/LARGE/Uprightpiano_V.jpg",191,1289,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",1,"F","F","F","床舖就放在房間裡","STI/Filler/airhockeytable.jpg",2744,814,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",2,"F","F","F","魔術方塊就在架子上","STI/Filler/solderingiron.jpg",1505,572,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",3,"F","F","F","那顆球就在桌球桌上","STI/Filler/faucet.jpg",1492,657,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",4,"F","F","F","救生圈被放在甲板上","STI/Filler/294-ventilateur_fan.jpg",1853,676,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",5,"S","H","Y","樹枝從樹上掉下","STI/SMALL/branch02.jpg",2517,864,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",6,"S","H","Y","那支拐杖被放在公園長椅上","STI/SMALL/066-canne_cane.jpg",3310,951,0,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",7,"F","F","F","杯子放在餐桌上","STI/Filler/kiwi03.jpg",1090,834,1,0,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",8,"L","H","N","那艘太空梭已準備發射升空","STI/LARGE/spaceshuttle_H.jpg",1170,884,0,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",9,"L","V","N","拆房用的金屬球已擺盪到最高點","STI/LARGE/wreckingball_V.jpg",1789,2000,0,1,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",10,"L","V","N","這隻豬的屠體就放在桌上","STI/LARGE/pig_V.jpg",2697,750,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",11,"F","F","F","撲克牌在魔術師手中","STI/Filler/weight01.jpg",1190,667,1,0,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",12,"L","V","Y","那台大冰箱放置在廚房裡","STI/LARGE/refrigerator_V.jpg",2325,507,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",13,"L","H","Y","地板門已關上以便搬東西","STI/LARGE/trapdoor_H.jpg",2098,1310,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",14,"F","F","F","蘋果就在桌子上","STI/Filler/075-carte_playing-card.jpg",778,699,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",15,"L","V","Y","那台自動販賣機設在街角","STI/LARGE/vending_V.jpg",1057,1437,1,0,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",16,"F","F","F","那座燈塔位於港口入口","STI/Filler/submarine.jpg",2492,653,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",17,"L","V","N","那台客機飛行在雲層上","STI/LARGE/aeroplane_V.jpg",1309,1134,0,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",18,"S","V","Y","有支牙刷在漱口杯裡","STI/SMALL/toothbrush_V.jpg",916,1020,0,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",19,"F","F","F","錄音帶放在錄音機裡","STI/Filler/166-klaxon_horn.jpg",2690,648,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",20,"S","V","Y","冰淇淋勺就在水杯裡","STI/SMALL/measuringspoon_r.jpg",3018,1141,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",21,"F","F","F","有隻蝦子在水族箱中","STI/Filler/laptopopen.jpg",1171,739,1,1,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",22,"F","F","F","籃球架就設置在球場邊","STI/Filler/uprightpiano01.jpg",893,662,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",23,"S","V","N","這貝殼就躺在海邊","STI/SMALL/seashell01_r.jpg",4153,704,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",24,"L","H","N","那具窗框安裝在大門上","STI/LARGE/windowframe_H.jpg",1448,790,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",25,"F","F","F","耳環就在盒子旁邊","STI/Filler/078-cassette_cassette.jpg",940,811,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",26,"F","F","F","書架放置在房間裡","STI/Filler/briefcaseclosed.jpg",2175,745,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",27,"S","H","N","有根胡蘿蔔剛被農夫採收","STI/SMALL/carrot01.jpg",2224,872,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",28,"F","F","F","小麥長在麥田裡","STI/Filler/089-chronometre_stop-watch.jpg",1071,807,1,1,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",29,"F","F","F","衣服就放在衣櫥裡","STI/Filler/spatula04.jpg",684,586,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",30,"F","F","F","電風扇裝在天花板","STI/Filler/chair.jpg",836,732,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",31,"F","F","F","那間雞舍在花園裡","STI/Filler/025-barre_bar.jpg",2689,837,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",32,"S","H","N","畚箕就掛在牆上","STI/SMALL/dustpan.jpg",2490,1346,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",33,"L","H","N","重型吊臂升起準備移動貨物","STI/LARGE/crane_H.jpg",2524,835,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",34,"L","V","Y","戰鬥機衝出雲層","STI/LARGE/jetfighter_V.jpg",2420,827,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",35,"F","F","F","那台休旅車在馬路上行駛","STI/Filler/027-batterie_drum-set.jpg",5110,582,1,1,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",36,"F","F","F","玩具恐龍站立在桌子上","STI/Filler/usbkey.jpg",1180,665,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",37,"L","H","Y","那張沙發就放在客廳裡","STI/LARGE/sofa_H.jpg",970,430,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",38,"F","F","F","碼錶就在教練手中","STI/Filler/wheel01.jpg",681,579,1,1,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",39,"F","F","F","貨物列車在鐵路上行駛","STI/Filler/293-usine_factory.jpg",1627,1041,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",40,"S","V","N","剃刀放在盥洗台旁","STI/SMALL/razor01_r.jpg",750,596,1,NA,"12/09/16 10:01:03"
"C","F","20","012","C_List01.csv",41,"F","F","F","那件帳篷架在空地上","STI/Filler/castle.jpg",962,572,1,1,"12/09/16 10:01:03"
