"Lang","List","ID","Size","Orientation","Match","RT","ACC"
"E","SP_List1","3540214","S","H","N",785.64990234375,62.5
"E","SP_List1","3540214","S","H","Y",677.922485351562,100
"E","SP_List1","3540214","S","V","N",777.31494140625,100
"E","SP_List1","3540214","S","V","Y",835.065063476562,75
"E","SP_List1","362184","L","H","N",849.489990234375,87.5
"E","SP_List1","362184","L","H","Y",852.869873046875,87.5
"E","SP_List1","362184","L","V","N",684.31005859375,100
"E","SP_List1","362184","L","V","Y",690.5849609375,100
"E","SP_List1","362184","S","H","N",864.717529296875,75
"E","SP_List1","362184","S","H","Y",737.289916992188,75
"E","SP_List1","362184","S","V","N",665.83251953125,100
"E","SP_List1","362184","S","V","Y",626.91748046875,100
"E","SP_List1","3702814","L","H","N",781.49755859375,100
"E","SP_List1","3702814","L","H","Y",520,87.5
"E","SP_List1","3702814","L","V","N",717,87.5
"E","SP_List1","3702814","L","V","Y",571,87.5
"E","SP_List1","3702814","S","H","N",582.5,100
"E","SP_List1","3702814","S","H","Y",646.0048828125,87.5
"E","SP_List1","3702814","S","V","N",735.9951171875,87.5
"E","SP_List1","3702814","S","V","Y",590.4951171875,100
"E","SP_List1","4115814","L","H","N",961.615112304688,100
"E","SP_List1","4115814","L","H","Y",748.2275390625,100
"E","SP_List1","4115814","L","V","N",861.309814453125,87.5
"E","SP_List1","4115814","L","V","Y",794.592529296875,100
"E","SP_List1","4115814","S","H","N",770.875,87.5
"E","SP_List1","4115814","S","H","Y",703.557373046875,100
"E","SP_List1","4115814","S","V","N",816.9150390625,100
"E","SP_List1","4115814","S","V","Y",731.397583007812,100
"E","SP_List1","4370003","L","H","N",741,100
"E","SP_List1","4370003","L","H","Y",741,100
"E","SP_List1","4370003","L","V","N",717.5,100
"E","SP_List1","4370003","L","V","Y",834.5,100
"E","SP_List1","4370003","S","H","N",585,100
"E","SP_List1","4370003","S","H","Y",655,100
"E","SP_List1","4370003","S","V","N",624,87.5
"E","SP_List1","4370003","S","V","Y",608.5,100
"E","SP_List1","4467541","L","H","N",417,87.5
"E","SP_List1","4467541","L","H","Y",351.422485351562,100
"E","SP_List1","4467541","L","V","N",378.052490234375,75
"E","SP_List1","4467541","L","V","Y",294.505126953125,87.5
"E","SP_List1","4467541","S","H","N",306.655029296875,87.5
"E","SP_List1","4467541","S","H","Y",289.735107421875,87.5
"E","SP_List1","4467541","S","V","N",309.892456054688,100
"E","SP_List1","4467541","S","V","Y",274.800048828125,100
"E","SP_List1","4477833","L","H","N",867.342651367188,100
"E","SP_List1","4477833","L","H","Y",863.27001953125,87.5
"E","SP_List1","4477833","L","V","N",637.135009765625,62.5
"E","SP_List1","4477833","L","V","Y",759.432495117188,75
"E","SP_List1","4477833","S","H","N",791.417358398438,100
"E","SP_List1","4477833","S","H","Y",839.64501953125,62.5
"E","SP_List1","4477833","S","V","N",743.145141601562,100
"E","SP_List1","4477833","S","V","Y",943.280029296875,100
"E","SP_List1","4598073","L","H","N",572.885009765625,100
"E","SP_List1","4598073","L","H","Y",514.017456054688,100
"E","SP_List1","4598073","L","V","N",633.882446289062,100
"E","SP_List1","4598073","L","V","Y",658.405029296875,100
"E","SP_List1","4598073","S","H","N",537.32763671875,100
"E","SP_List1","4598073","S","H","Y",497.884887695312,100
"E","SP_List1","4598073","S","V","N",520.215087890625,100
"E","SP_List1","4598073","S","V","Y",539.48486328125,87.5
"E","SP_List1","4636165","L","H","N",728,100
"E","SP_List1","4636165","L","H","Y",663.5,100
"E","SP_List1","4636165","L","V","N",676.5,100
"E","SP_List1","4636165","L","V","Y",743,87.5
"E","SP_List1","4636165","S","H","N",701,87.5
"E","SP_List1","4636165","S","H","Y",736.5,100
"E","SP_List1","4636165","S","V","N",615,87.5
"E","SP_List1","4636165","S","V","Y",637.0048828125,100
"E","SP_List1","4641157","L","H","N",749.455078125,87.5
"E","SP_List1","4641157","L","H","Y",661.24755859375,100
"E","SP_List1","4641157","L","V","N",682.195068359375,87.5
"E","SP_List1","4641157","L","V","Y",616.612548828125,100
"E","SP_List1","4641157","S","H","N",647.135009765625,100
"E","SP_List1","4641157","S","H","Y",628.3798828125,100
"E","SP_List1","4641157","S","V","N",496.429931640625,100
"E","SP_List1","4641157","S","V","Y",632.994995117188,100
"E","SP_List1","5211472","L","H","N",616.992431640625,100
"E","SP_List1","5211472","L","H","Y",591.22998046875,75
"E","SP_List1","5211472","L","V","N",696.239990234375,100
"E","SP_List1","5211472","L","V","Y",593.425048828125,87.5
"E","SP_List1","5211472","S","H","N",632.449951171875,87.5
"E","SP_List1","5211472","S","H","Y",606.032470703125,100
"E","SP_List1","5211472","S","V","N",527.025024414062,100
"E","SP_List1","5211472","S","V","Y",511.237548828125,100
"E","SP_List1","5292241","L","H","N",622.87744140625,100
"E","SP_List1","5292241","L","H","Y",537.682373046875,100
"E","SP_List1","5292241","L","V","N",683.494995117188,100
"E","SP_List1","5292241","L","V","Y",590.33251953125,100
"E","SP_List1","5292241","S","H","N",563.287475585938,100
"E","SP_List1","5292241","S","H","Y",599.93505859375,87.5
"E","SP_List1","5292241","S","V","N",584.052368164062,100
"E","SP_List1","5292241","S","V","Y",590.85498046875,100
"E","SP_List1","5380082","L","H","N",956.297607421875,100
"E","SP_List1","5380082","L","H","Y",780.074462890625,100
"E","SP_List1","5380082","L","V","N",757.855590820312,100
"E","SP_List1","5380082","L","V","Y",853.672485351562,75
"E","SP_List1","5380082","S","H","N",706.3623046875,87.5
"E","SP_List1","5380082","S","H","Y",861.197021484375,100
"E","SP_List1","5380082","S","V","N",675.634765625,87.5
"E","SP_List1","5380082","S","V","Y",939.647216796875,87.5
"E","SP_List1","6330457","L","H","N",508.055053710938,100
"E","SP_List1","6330457","L","H","Y",449.170043945312,100
"E","SP_List1","6330457","L","V","N",504.194946289062,100
"E","SP_List1","6330457","L","V","Y",478.565063476562,100
"E","SP_List1","6330457","S","H","N",452.822631835938,100
"E","SP_List1","6330457","S","H","Y",427.824951171875,87.5
"E","SP_List1","6330457","S","V","N",523.739990234375,87.5
"E","SP_List1","6330457","S","V","Y",425.3701171875,87.5
"E","SP_List1","6393370","L","H","N",623.00244140625,100
"E","SP_List1","6393370","L","H","Y",863,87.5
"E","SP_List1","6393370","L","V","N",789.5,100
"E","SP_List1","6393370","L","V","Y",587,100
"E","SP_List1","6393370","S","H","N",745,100
"E","SP_List1","6393370","S","H","Y",650.5,100
"E","SP_List1","6393370","S","V","N",798,87.5
"E","SP_List1","6393370","S","V","Y",676,87.5
"E","SP_List1","6570561","L","H","N",781.50244140625,75
"E","SP_List1","6570561","L","H","Y",837.49755859375,100
"E","SP_List1","6570561","L","V","N",806,87.5
"E","SP_List1","6570561","L","V","Y",755.5048828125,100
"E","SP_List1","6570561","S","H","N",683.99755859375,100
"E","SP_List1","6570561","S","H","Y",885,100
"E","SP_List1","6570561","S","V","N",1059.00244140625,100
"E","SP_List1","6570561","S","V","Y",782.99755859375,100
"E","SP_List1","6580749","L","H","N",820.582397460938,100
"E","SP_List1","6580749","L","H","Y",830.175048828125,100
"E","SP_List1","6580749","L","V","N",930.494995117188,100
"E","SP_List1","6580749","L","V","Y",917.294921875,87.5
"E","SP_List1","6580749","S","H","N",808.767456054688,100
"E","SP_List1","6580749","S","H","Y",571.360107421875,87.5
"E","SP_List1","6580749","S","V","N",639.502563476562,100
"E","SP_List1","6580749","S","V","Y",817.227416992188,100
"E","SP_List1","6627597","L","H","N",637,87.5
"E","SP_List1","6627597","L","H","Y",653,87.5
"E","SP_List1","6627597","L","V","N",694,75
"E","SP_List1","6627597","L","V","Y",757,87.5
"E","SP_List1","6627597","S","H","N",591,100
"E","SP_List1","6627597","S","H","Y",660.5,100
"E","SP_List1","6627597","S","V","N",753.5,75
"E","SP_List1","6627597","S","V","Y",632.99755859375,100
"E","SP_List1","6960615","L","H","N",726.605102539062,100
"E","SP_List1","6960615","L","H","Y",594.175048828125,87.5
"E","SP_List1","6960615","L","V","N",645.654907226562,100
"E","SP_List1","6960615","L","V","Y",533.83984375,87.5
"E","SP_List1","6960615","S","H","N",558.06005859375,87.5
"E","SP_List1","6960615","S","H","Y",610.182495117188,100
"E","SP_List1","6960615","S","V","N",595.715087890625,100
"E","SP_List1","6960615","S","V","Y",532.650024414062,100
"E","SP_List1","7056067","L","H","N",747.534912109375,87.5
"E","SP_List1","7056067","L","H","Y",887.714965820312,100
"E","SP_List1","7056067","L","V","N",821.985107421875,87.5
"E","SP_List1","7056067","L","V","Y",756.89990234375,100
"E","SP_List1","7056067","S","H","N",762.317504882812,100
"E","SP_List1","7056067","S","H","Y",779.8125,100
"E","SP_List1","7056067","S","V","N",673.764892578125,100
"E","SP_List1","7056067","S","V","Y",734.402465820312,100
"E","SP_List1","7560170","L","H","N",899.684936523438,100
"E","SP_List1","7560170","L","H","Y",662.960083007812,100
"E","SP_List1","7560170","L","V","N",804.705078125,87.5
"E","SP_List1","7560170","L","V","Y",683.639892578125,87.5
"E","SP_List1","7560170","S","H","N",642.087524414062,100
"E","SP_List1","7560170","S","H","Y",742.79248046875,100
"E","SP_List1","7560170","S","V","N",807.492553710938,100
"E","SP_List1","7560170","S","V","Y",595.275146484375,87.5
"E","SP_List1","7733744","L","H","N",521.0673828125,100
"E","SP_List1","7733744","L","H","Y",588.5,100
"E","SP_List1","7733744","L","V","N",544.02001953125,100
"E","SP_List1","7733744","L","V","Y",534.812377929688,100
"E","SP_List1","7733744","S","H","N",517.514892578125,87.5
"E","SP_List1","7733744","S","H","Y",531.967407226562,100
"E","SP_List1","7733744","S","V","N",608.96240234375,100
"E","SP_List1","7733744","S","V","Y",567.525146484375,87.5
"E","SP_List1","8308999","L","H","N",679.0224609375,100
"E","SP_List1","8308999","L","H","Y",589.462646484375,100
"E","SP_List1","8308999","L","V","N",770.815063476562,100
"E","SP_List1","8308999","L","V","Y",693.842529296875,100
"E","SP_List1","8308999","S","H","N",712.49755859375,100
"E","SP_List1","8308999","S","H","Y",601.737426757812,100
"E","SP_List1","8308999","S","V","N",601.22998046875,87.5
"E","SP_List1","8308999","S","V","Y",594.344970703125,100
"E","SP_List1","969922","L","H","N",592.809692382812,100
"E","SP_List1","969922","L","H","Y",534.092651367188,100
"E","SP_List1","969922","L","V","N",632.554931640625,100
"E","SP_List1","969922","L","V","Y",499.14013671875,87.5
"E","SP_List1","969922","S","H","N",468.905029296875,87.5
"E","SP_List1","969922","S","H","Y",523.850341796875,100
"E","SP_List1","969922","S","V","N",532.04541015625,87.5
"E","SP_List1","969922","S","V","Y",481.94482421875,87.5
"E","SP_List2","1538360","L","H","N",987.23486328125,87.5
"E","SP_List2","1538360","L","H","Y",768.774658203125,87.5
"E","SP_List2","1538360","L","V","N",753.24267578125,100
"E","SP_List2","1538360","L","V","Y",684.397338867188,100
"E","SP_List2","1538360","S","H","N",750.39013671875,100
"E","SP_List2","1538360","S","H","Y",583.830078125,100
"E","SP_List2","1538360","S","V","N",670.09765625,100
"E","SP_List2","1538360","S","V","Y",678.329956054688,100
"E","SP_List2","1912345","L","H","N",768.9951171875,87.5
"E","SP_List2","1912345","L","H","Y",701.0048828125,87.5
"E","SP_List2","1912345","L","V","N",801.5,100
"E","SP_List2","1912345","L","V","Y",702,87.5
"E","SP_List2","1912345","S","H","N",775.99755859375,100
"E","SP_List2","1912345","S","H","Y",618.0048828125,87.5
"E","SP_List2","1912345","S","V","N",751.99755859375,75
"E","SP_List2","1912345","S","V","Y",679.9951171875,87.5
"E","SP_List2","1992668","L","H","N",697.56494140625,87.5
"E","SP_List2","1992668","L","H","Y",593.007568359375,100
"E","SP_List2","1992668","L","V","N",622.322509765625,100
"E","SP_List2","1992668","L","V","Y",573.0849609375,100
"E","SP_List2","1992668","S","H","N",587.137451171875,100
"E","SP_List2","1992668","S","H","Y",512.287353515625,100
"E","SP_List2","1992668","S","V","N",588.840087890625,87.5
"E","SP_List2","1992668","S","V","Y",690.27490234375,100
"E","SP_List2","2591558","L","H","N",853.5,100
"E","SP_List2","2591558","L","H","Y",923,87.5
"E","SP_List2","2591558","L","V","N",957,87.5
"E","SP_List2","2591558","L","V","Y",894,100
"E","SP_List2","2591558","S","H","N",829.5,100
"E","SP_List2","2591558","S","H","Y",793,87.5
"E","SP_List2","2591558","S","V","N",821.50244140625,100
"E","SP_List2","2591558","S","V","Y",848,87.5
"E","SP_List2","2638089","L","H","N",703.0400390625,87.5
"E","SP_List2","2638089","L","H","Y",550.494873046875,100
"E","SP_List2","2638089","L","V","N",767.81494140625,100
"E","SP_List2","2638089","L","V","Y",519.940063476562,75
"E","SP_List2","2638089","S","H","N",474.477416992188,100
"E","SP_List2","2638089","S","H","Y",529.164794921875,87.5
"E","SP_List2","2638089","S","V","N",459.50244140625,100
"E","SP_List2","2638089","S","V","Y",490.030029296875,87.5
"E","SP_List2","2641664","L","H","N",1015.82495117188,75
"E","SP_List2","2641664","L","H","Y",727.074462890625,100
"E","SP_List2","2641664","L","V","N",986.054931640625,87.5
"E","SP_List2","2641664","L","V","Y",715.410522460938,100
"E","SP_List2","2641664","S","H","N",657.370483398438,75
"E","SP_List2","2641664","S","H","Y",662.706298828125,100
"E","SP_List2","2641664","S","V","N",778.806396484375,87.5
"E","SP_List2","2641664","S","V","Y",718.863403320312,100
"E","SP_List2","2716281","L","H","N",610.380004882812,100
"E","SP_List2","2716281","L","H","Y",690.47998046875,100
"E","SP_List2","2716281","L","V","N",667.565185546875,87.5
"E","SP_List2","2716281","L","V","Y",626.66748046875,100
"E","SP_List2","2716281","S","H","N",555.329833984375,87.5
"E","SP_List2","2716281","S","H","Y",516.737426757812,100
"E","SP_List2","2716281","S","V","N",547.965087890625,100
"E","SP_List2","2716281","S","V","Y",540.527587890625,100
"E","SP_List2","3081825","L","H","N",756.49755859375,100
"E","SP_List2","3081825","L","H","Y",631.5,75
"E","SP_List2","3081825","L","V","N",687,87.5
"E","SP_List2","3081825","L","V","Y",725.5,75
"E","SP_List2","3081825","S","H","N",718,100
"E","SP_List2","3081825","S","H","Y",593,87.5
"E","SP_List2","3081825","S","V","N",702.5,100
"E","SP_List2","3081825","S","V","Y",654.99755859375,100
"E","SP_List2","3086911","L","H","N",818.9951171875,87.5
"E","SP_List2","3086911","L","H","Y",810,100
"E","SP_List2","3086911","L","V","N",721.5,100
"E","SP_List2","3086911","L","V","Y",859.5,100
"E","SP_List2","3086911","S","H","N",824,100
"E","SP_List2","3086911","S","H","Y",687.00244140625,100
"E","SP_List2","3086911","S","V","N",626.0048828125,87.5
"E","SP_List2","3086911","S","V","Y",692,100
"E","SP_List2","3422009","L","H","N",562.50244140625,75
"E","SP_List2","3422009","L","H","Y",683,87.5
"E","SP_List2","3422009","L","V","N",561.50244140625,100
"E","SP_List2","3422009","L","V","Y",700.50244140625,75
"E","SP_List2","3422009","S","H","N",603.9951171875,87.5
"E","SP_List2","3422009","S","H","Y",569,87.5
"E","SP_List2","3422009","S","V","N",571,87.5
"E","SP_List2","3422009","S","V","Y",666,87.5
"E","SP_List2","3582108","L","H","N",638.25244140625,100
"E","SP_List2","3582108","L","H","Y",756.155029296875,87.5
"E","SP_List2","3582108","L","V","N",756.087646484375,100
"E","SP_List2","3582108","L","V","Y",635.155029296875,87.5
"E","SP_List2","3582108","S","H","N",592.66748046875,100
"E","SP_List2","3582108","S","H","Y",576.969970703125,87.5
"E","SP_List2","3582108","S","V","N",486.39990234375,62.5
"E","SP_List2","3582108","S","V","Y",631.022583007812,75
"E","SP_List2","371008","L","H","N",595.00244140625,100
"E","SP_List2","371008","L","H","Y",605.0048828125,87.5
"E","SP_List2","371008","L","V","N",604,62.5
"E","SP_List2","371008","L","V","Y",588,100
"E","SP_List2","371008","S","H","N",642,100
"E","SP_List2","371008","S","H","Y",632,100
"E","SP_List2","371008","S","V","N",636.50244140625,100
"E","SP_List2","371008","S","V","Y",549.5,100
"E","SP_List2","3927406","L","H","N",830,100
"E","SP_List2","3927406","L","H","Y",697,100
"E","SP_List2","3927406","L","V","N",878.9951171875,87.5
"E","SP_List2","3927406","L","V","Y",913,87.5
"E","SP_List2","3927406","S","H","N",698.5,100
"E","SP_List2","3927406","S","H","Y",659.5,100
"E","SP_List2","3927406","S","V","N",728,87.5
"E","SP_List2","3927406","S","V","Y",895.5,100
"E","SP_List2","4183262","L","H","N",674.010009765625,87.5
"E","SP_List2","4183262","L","H","Y",768.60009765625,87.5
"E","SP_List2","4183262","L","V","N",749.579833984375,87.5
"E","SP_List2","4183262","L","V","Y",701.717529296875,100
"E","SP_List2","4183262","S","H","N",690.69482421875,87.5
"E","SP_List2","4183262","S","H","Y",686.802368164062,100
"E","SP_List2","4183262","S","V","N",767.550048828125,62.5
"E","SP_List2","4183262","S","V","Y",771.927490234375,100
"E","SP_List2","444041","L","H","N",1105.74755859375,75
"E","SP_List2","444041","L","H","Y",885.742431640625,100
"E","SP_List2","444041","L","V","N",918.14013671875,87.5
"E","SP_List2","444041","L","V","Y",992.0849609375,75
"E","SP_List2","444041","S","H","N",862.859985351562,100
"E","SP_List2","444041","S","H","Y",1033.7626953125,100
"E","SP_List2","444041","S","V","N",984.222412109375,100
"E","SP_List2","444041","S","V","Y",883.784912109375,87.5
"E","SP_List2","4904002","L","H","N",603.594970703125,87.5
"E","SP_List2","4904002","L","H","Y",630.192504882812,100
"E","SP_List2","4904002","L","V","N",689.7900390625,87.5
"E","SP_List2","4904002","L","V","Y",621.62255859375,100
"E","SP_List2","4904002","S","H","N",623.650024414062,100
"E","SP_List2","4904002","S","H","Y",579.212524414062,100
"E","SP_List2","4904002","S","V","N",664.294921875,100
"E","SP_List2","4904002","S","V","Y",532.869995117188,100
"E","SP_List2","5282778","L","H","N",794,87.5
"E","SP_List2","5282778","L","H","Y",722.5,75
"E","SP_List2","5282778","L","V","N",679,62.5
"E","SP_List2","5282778","L","V","Y",744.99755859375,100
"E","SP_List2","5282778","S","H","N",1042,62.5
"E","SP_List2","5282778","S","H","Y",766.50244140625,100
"E","SP_List2","5282778","S","V","N",810.9951171875,75
"E","SP_List2","5282778","S","V","Y",739.00244140625,100
"E","SP_List2","5549020","L","H","N",680.277465820312,100
"E","SP_List2","5549020","L","H","Y",645.599975585938,100
"E","SP_List2","5549020","L","V","N",941.784912109375,100
"E","SP_List2","5549020","L","V","Y",672.169921875,87.5
"E","SP_List2","5549020","S","H","N",668.232666015625,100
"E","SP_List2","5549020","S","H","Y",751.6650390625,100
"E","SP_List2","5549020","S","V","N",555.237548828125,100
"E","SP_List2","5549020","S","V","Y",701.89501953125,87.5
"E","SP_List2","5806513","L","H","N",744.775146484375,87.5
"E","SP_List2","5806513","L","H","Y",669.559814453125,87.5
"E","SP_List2","5806513","L","V","N",666.77001953125,87.5
"E","SP_List2","5806513","L","V","Y",655.944946289062,100
"E","SP_List2","5806513","S","H","N",685.880004882812,100
"E","SP_List2","5806513","S","H","Y",694.822509765625,100
"E","SP_List2","5806513","S","V","N",703.382446289062,100
"E","SP_List2","5806513","S","V","Y",695.97998046875,100
"E","SP_List2","5879769","L","H","N",861.83251953125,100
"E","SP_List2","5879769","L","H","Y",789.552490234375,100
"E","SP_List2","5879769","L","V","N",808.257446289062,75
"E","SP_List2","5879769","L","V","Y",815.72998046875,100
"E","SP_List2","5879769","S","H","N",731.8798828125,100
"E","SP_List2","5879769","S","H","Y",701.010009765625,100
"E","SP_List2","5879769","S","V","N",738.032470703125,100
"E","SP_List2","5879769","S","V","Y",825.75,87.5
"E","SP_List2","6539081","L","H","N",672.693115234375,100
"E","SP_List2","6539081","L","H","Y",561.68310546875,100
"E","SP_List2","6539081","L","V","N",619.845947265625,100
"E","SP_List2","6539081","L","V","Y",644.182373046875,100
"E","SP_List2","6539081","S","H","N",644.2822265625,87.5
"E","SP_List2","6539081","S","H","Y",564.820068359375,100
"E","SP_List2","6539081","S","V","N",490.873657226562,100
"E","SP_List2","6539081","S","V","Y",629.644775390625,100
"E","SP_List2","6590967","L","H","N",538.827514648438,75
"E","SP_List2","6590967","L","H","Y",523.472534179688,100
"E","SP_List2","6590967","L","V","N",655.5400390625,87.5
"E","SP_List2","6590967","L","V","Y",557.360107421875,100
"E","SP_List2","6590967","S","H","N",538.869873046875,100
"E","SP_List2","6590967","S","H","Y",483.724853515625,87.5
"E","SP_List2","6590967","S","V","N",584.549926757812,100
"E","SP_List2","6590967","S","V","Y",632.197509765625,100
"E","SP_List2","6807972","L","H","N",545.5,100
"E","SP_List2","6807972","L","H","Y",579,87.5
"E","SP_List2","6807972","L","V","N",552.5,100
"E","SP_List2","6807972","L","V","Y",602,100
"E","SP_List2","6807972","S","H","N",564,100
"E","SP_List2","6807972","S","H","Y",528.5,100
"E","SP_List2","6807972","S","V","N",566,100
"E","SP_List2","6807972","S","V","Y",481.49755859375,100
"E","SP_List2","778602","L","H","N",633.4150390625,87.5
"E","SP_List2","778602","L","H","Y",617.027587890625,75
"E","SP_List2","778602","L","V","N",808.97509765625,87.5
"E","SP_List2","778602","L","V","Y",632.779907226562,100
"E","SP_List2","778602","S","H","N",571.944946289062,100
"E","SP_List2","778602","S","H","Y",504.18505859375,87.5
"E","SP_List2","778602","S","V","N",630.409912109375,100
"E","SP_List2","778602","S","V","Y",660.239990234375,87.5
"E","SP_List2","7892798","L","H","N",652.634887695312,75
"E","SP_List2","7892798","L","H","Y",631.699951171875,100
"E","SP_List2","7892798","L","V","N",635.757446289062,100
"E","SP_List2","7892798","L","V","Y",716.780029296875,87.5
"E","SP_List2","7892798","S","H","N",609.854858398438,100
"E","SP_List2","7892798","S","H","Y",504.6650390625,87.5
"E","SP_List2","7892798","S","V","N",602.737426757812,75
"E","SP_List2","7892798","S","V","Y",647.694946289062,100
"E","SP_List2","7957756","L","H","N",577.00244140625,100
"E","SP_List2","7957756","L","H","Y",797.99755859375,50
"E","SP_List2","7957756","L","V","N",698,87.5
"E","SP_List2","7957756","L","V","Y",616,75
"E","SP_List2","7957756","S","H","N",538,87.5
"E","SP_List2","7957756","S","H","Y",632,87.5
"E","SP_List2","7957756","S","V","N",537.5,100
"E","SP_List2","7957756","S","V","Y",586.0048828125,87.5
"E","SP_List2","8267729","L","H","N",625.742553710938,100
"E","SP_List2","8267729","L","H","Y",694.6875,100
"E","SP_List2","8267729","L","V","N",614.135009765625,87.5
"E","SP_List2","8267729","L","V","Y",687.507568359375,100
"E","SP_List2","8267729","S","H","N",665.712646484375,100
"E","SP_List2","8267729","S","H","Y",646.022583007812,100
"E","SP_List2","8267729","S","V","N",622.154907226562,100
"E","SP_List2","8267729","S","V","Y",646.897583007812,100
"E","SP_List2","8413180","L","H","N",659.00244140625,100
"E","SP_List2","8413180","L","H","Y",758,87.5
"E","SP_List2","8413180","L","V","N",758,100
"E","SP_List2","8413180","L","V","Y",576.5,100
"E","SP_List2","8413180","S","H","N",577.5,100
"E","SP_List2","8413180","S","H","Y",588.99755859375,100
"E","SP_List2","8413180","S","V","N",602,87.5
"E","SP_List2","8413180","S","V","Y",637.00244140625,100
"E","SP_List2","8565024","L","H","N",668,87.5
"E","SP_List2","8565024","L","H","Y",689.5,100
"E","SP_List2","8565024","L","V","N",708,87.5
"E","SP_List2","8565024","L","V","Y",642,87.5
"E","SP_List2","8565024","S","H","N",676,100
"E","SP_List2","8565024","S","H","Y",526.99755859375,100
"E","SP_List2","8565024","S","V","N",711.0048828125,87.5
"E","SP_List2","8565024","S","V","Y",537,100
"E","SP_List2","9132668","L","H","N",618.095092773438,100
"E","SP_List2","9132668","L","H","Y",642.5751953125,87.5
"E","SP_List2","9132668","L","V","N",680.43994140625,87.5
"E","SP_List2","9132668","L","V","Y",651.572387695312,100
"E","SP_List2","9132668","S","H","N",613.967529296875,75
"E","SP_List2","9132668","S","H","Y",566.522583007812,100
"E","SP_List2","9132668","S","V","N",525.125,100
"E","SP_List2","9132668","S","V","Y",556.705078125,100
"E","SP_List2","9567626","L","H","N",788.5,100
"E","SP_List2","9567626","L","H","Y",644.50244140625,100
"E","SP_List2","9567626","L","V","N",659.00244140625,100
"E","SP_List2","9567626","L","V","Y",703.5,100
"E","SP_List2","9567626","S","H","N",670,87.5
"E","SP_List2","9567626","S","H","Y",618,87.5
"E","SP_List2","9567626","S","V","N",640.5,100
"E","SP_List2","9567626","S","V","Y",645,100
"E","SP_List2","9917421","L","H","N",803.557495117188,100
"E","SP_List2","9917421","L","H","Y",714.702514648438,100
"E","SP_List2","9917421","L","V","N",923.7900390625,87.5
"E","SP_List2","9917421","L","V","Y",728.232421875,100
"E","SP_List2","9917421","S","H","N",783.902587890625,100
"E","SP_List2","9917421","S","H","Y",612.402587890625,100
"E","SP_List2","9917421","S","V","N",628.880126953125,87.5
"E","SP_List2","9917421","S","V","Y",646.014892578125,87.5
"E","SP_List3","1075157","L","H","N",581.247436523438,100
"E","SP_List3","1075157","L","H","Y",583.4150390625,87.5
"E","SP_List3","1075157","L","V","N",650.79248046875,100
"E","SP_List3","1075157","L","V","Y",540.295043945312,100
"E","SP_List3","1075157","S","H","N",564.52734375,75
"E","SP_List3","1075157","S","H","Y",646.322509765625,100
"E","SP_List3","1075157","S","V","N",600.107543945312,100
"E","SP_List3","1075157","S","V","Y",528.022583007812,100
"E","SP_List3","1089293","L","H","N",644.112548828125,100
"E","SP_List3","1089293","L","H","Y",728.884887695312,100
"E","SP_List3","1089293","L","V","N",715.26513671875,100
"E","SP_List3","1089293","L","V","Y",674.639892578125,87.5
"E","SP_List3","1089293","S","H","N",632.807495117188,100
"E","SP_List3","1089293","S","H","Y",563.252563476562,100
"E","SP_List3","1089293","S","V","N",610.680053710938,100
"E","SP_List3","1089293","S","V","Y",647.487548828125,100
"E","SP_List3","1192455","L","H","N",951.85009765625,87.5
"E","SP_List3","1192455","L","H","Y",662.14501953125,100
"E","SP_List3","1192455","L","V","N",720.0224609375,100
"E","SP_List3","1192455","L","V","Y",894.324951171875,87.5
"E","SP_List3","1192455","S","H","N",708.864990234375,87.5
"E","SP_List3","1192455","S","H","Y",602.405029296875,87.5
"E","SP_List3","1192455","S","V","N",665.849853515625,62.5
"E","SP_List3","1192455","S","V","Y",600.93505859375,87.5
"E","SP_List3","155821","L","H","N",1012.8701171875,87.5
"E","SP_List3","155821","L","H","Y",1084.82006835938,87.5
"E","SP_List3","155821","L","V","N",1171.88012695312,87.5
"E","SP_List3","155821","L","V","Y",1165.03002929688,87.5
"E","SP_List3","155821","S","H","N",1021.43505859375,87.5
"E","SP_List3","155821","S","H","Y",1027.669921875,87.5
"E","SP_List3","155821","S","V","N",990.045043945312,100
"E","SP_List3","155821","S","V","Y",1027.81494140625,87.5
"E","SP_List3","2041708","L","H","N",599.43505859375,100
"E","SP_List3","2041708","L","H","Y",670.962524414062,100
"E","SP_List3","2041708","L","V","N",687.672485351562,100
"E","SP_List3","2041708","L","V","Y",547.194946289062,100
"E","SP_List3","2041708","S","H","N",556.6474609375,100
"E","SP_List3","2041708","S","H","Y",566.059936523438,100
"E","SP_List3","2041708","S","V","N",627.455078125,100
"E","SP_List3","2041708","S","V","Y",551.737548828125,100
"E","SP_List3","2081409","L","H","N",790.02978515625,87.5
"E","SP_List3","2081409","L","H","Y",709.005004882812,75
"E","SP_List3","2081409","L","V","N",864.367431640625,100
"E","SP_List3","2081409","L","V","Y",607.559814453125,87.5
"E","SP_List3","2081409","S","H","N",510.784912109375,62.5
"E","SP_List3","2081409","S","H","Y",587.860107421875,87.5
"E","SP_List3","2081409","S","V","N",612.275024414062,75
"E","SP_List3","2081409","S","V","Y",603.127563476562,75
"E","SP_List3","2138666","L","H","N",784.780029296875,87.5
"E","SP_List3","2138666","L","H","Y",848.654907226562,100
"E","SP_List3","2138666","L","V","N",807.947631835938,75
"E","SP_List3","2138666","L","V","Y",927.432373046875,100
"E","SP_List3","2138666","S","H","N",838.85009765625,87.5
