"Lang","List","ID","Size","Orientation","Match","RT","ACC"
"English","SP_List2","9567626","L","V","Y",703.5,100
"English","SP_List2","9567626","S","H","N",670,87.5
"English","SP_List2","9567626","S","H","Y",618,87.5
"English","SP_List2","9567626","S","V","N",640.5,100
"English","SP_List2","9567626","S","V","Y",645,100
"English","SP_List2","9917421","L","H","N",803.557495117188,100
"English","SP_List2","9917421","L","H","Y",714.702514648438,100
"English","SP_List2","9917421","L","V","N",923.7900390625,87.5
"English","SP_List2","9917421","L","V","Y",728.232421875,100
"English","SP_List2","9917421","S","H","N",783.902587890625,100
"English","SP_List2","9917421","S","H","Y",612.402587890625,100
"English","SP_List2","9917421","S","V","N",628.880126953125,87.5
"English","SP_List2","9917421","S","V","Y",646.014892578125,87.5
"English","SP_List3","1075157","L","H","N",581.247436523438,100
"English","SP_List3","1075157","L","H","Y",583.4150390625,87.5
"English","SP_List3","1075157","L","V","N",650.79248046875,100
"English","SP_List3","1075157","L","V","Y",540.295043945312,100
"English","SP_List3","1075157","S","H","N",564.52734375,75
"English","SP_List3","1075157","S","H","Y",646.322509765625,100
"English","SP_List3","1075157","S","V","N",600.107543945312,100
"English","SP_List3","1075157","S","V","Y",528.022583007812,100
"English","SP_List3","1089293","L","H","N",644.112548828125,100
"English","SP_List3","1089293","L","H","Y",728.884887695312,100
"English","SP_List3","1089293","L","V","N",715.26513671875,100
"English","SP_List3","1089293","L","V","Y",674.639892578125,87.5
"English","SP_List3","1089293","S","H","N",632.807495117188,100
"English","SP_List3","1089293","S","H","Y",563.252563476562,100
"English","SP_List3","1089293","S","V","N",610.680053710938,100
"English","SP_List3","1089293","S","V","Y",647.487548828125,100
"english","SP_List3","1192455","L","H","N",951.85009765625,87.5
"english","SP_List3","1192455","L","H","Y",662.14501953125,100
"english","SP_List3","1192455","L","V","N",720.0224609375,100
"english","SP_List3","1192455","L","V","Y",894.324951171875,87.5
"english","SP_List3","1192455","S","H","N",708.864990234375,87.5
"english","SP_List3","1192455","S","H","Y",602.405029296875,87.5
"english","SP_List3","1192455","S","V","N",665.849853515625,62.5
"english","SP_List3","1192455","S","V","Y",600.93505859375,87.5
"english","SP_List3","155821","L","H","N",1012.8701171875,87.5
"english","SP_List3","155821","L","H","Y",1084.82006835938,87.5
"english","SP_List3","155821","L","V","N",1171.88012695312,87.5
"english","SP_List3","155821","L","V","Y",1165.03002929688,87.5
"english","SP_List3","155821","S","H","N",1021.43505859375,87.5
"english","SP_List3","155821","S","H","Y",1027.669921875,87.5
"english","SP_List3","155821","S","V","N",990.045043945312,100
"english","SP_List3","155821","S","V","Y",1027.81494140625,87.5
"English","SP_List3","2081409","L","H","N",790.02978515625,87.5
"English","SP_List3","2081409","L","H","Y",709.005004882812,75
"English","SP_List3","2081409","L","V","N",864.367431640625,100
"English","SP_List3","2081409","L","V","Y",607.559814453125,87.5
"English","SP_List3","2081409","S","H","N",510.784912109375,62.5
"English","SP_List3","2081409","S","H","Y",587.860107421875,87.5
"English","SP_List3","2081409","S","V","N",612.275024414062,75
"English","SP_List3","2081409","S","V","Y",603.127563476562,75
"English","SP_List3","2138666","L","H","N",784.780029296875,87.5
"English","SP_List3","2138666","L","H","Y",848.654907226562,100
"English","SP_List3","2138666","L","V","N",807.947631835938,75
"English","SP_List3","2138666","L","V","Y",927.432373046875,100
"English","SP_List3","2138666","S","H","N",838.85009765625,87.5
"English","SP_List3","2138666","S","H","Y",780.125,100
"English","SP_List3","2138666","S","V","N",776.442504882812,100
"English","SP_List3","2138666","S","V","Y",810.780029296875,100
"English","SP_List3","2805193","L","H","N",674,100
"English","SP_List3","2805193","L","H","Y",579.0048828125,87.5
"English","SP_List3","2805193","L","V","N",649,87.5
"English","SP_List3","2805193","L","V","Y",605,87.5
"English","SP_List3","2805193","S","H","N",543.5,100
"English","SP_List3","2805193","S","H","Y",524.5048828125,100
"English","SP_List3","2805193","S","V","N",479,100
"English","SP_List3","2805193","S","V","Y",608,87.5
"english","SP_List3","2891007","L","H","N",613.157470703125,100
"english","SP_List3","2891007","L","H","Y",682.742553710938,100
"english","SP_List3","2891007","L","V","N",732.497436523438,100
"english","SP_List3","2891007","L","V","Y",570.092529296875,100
"english","SP_List3","2891007","S","H","N",503.432495117188,100
"english","SP_List3","2891007","S","H","Y",557.934814453125,87.5
"english","SP_List3","2891007","S","V","N",551.092529296875,100
"english","SP_List3","2891007","S","V","Y",506.405029296875,100
"English","SP_List3","2942246","L","H","N",654.487548828125,100
"English","SP_List3","2942246","L","H","Y",677.8125,100
"English","SP_List3","2942246","L","V","N",655.932495117188,100
"English","SP_List3","2942246","L","V","Y",730.804931640625,87.5
"English","SP_List3","2942246","S","H","N",525.54248046875,100
"English","SP_List3","2942246","S","H","Y",658.119995117188,100
"English","SP_List3","2942246","S","V","N",571.847412109375,100
"English","SP_List3","2942246","S","V","Y",728.469970703125,100
"english","SP_List3","4293320","L","H","N",675.042602539062,100
"english","SP_List3","4293320","L","H","Y",654.2900390625,87.5
"english","SP_List3","4293320","L","V","N",577.364990234375,62.5
"english","SP_List3","4293320","L","V","Y",621.18994140625,100
"english","SP_List3","4293320","S","H","N",499.257446289062,75
"english","SP_List3","4293320","S","H","Y",450.094970703125,87.5
"english","SP_List3","4293320","S","V","N",434.7099609375,87.5
"english","SP_List3","4293320","S","V","Y",512.452514648438,100
"english","SP_List3","4295409","L","H","N",833.08251953125,100
"english","SP_List3","4295409","L","H","Y",993.420043945312,75
"english","SP_List3","4295409","L","V","N",898.175048828125,100
"english","SP_List3","4295409","L","V","Y",971.447387695312,100
"english","SP_List3","4295409","S","H","N",872.77001953125,100
"english","SP_List3","4295409","S","H","Y",770.3525390625,100
"english","SP_List3","4295409","S","V","N",859.260009765625,100
"english","SP_List3","4295409","S","V","Y",681.27001953125,100
"english","SP_List3","4554146","L","H","N",729.0048828125,87.5
"english","SP_List3","4554146","L","H","Y",631.5,100
"english","SP_List3","4554146","L","V","N",705,100
"english","SP_List3","4554146","L","V","Y",668,87.5
"english","SP_List3","4554146","S","H","N",580,62.5
"english","SP_List3","4554146","S","H","Y",548.5,100
"english","SP_List3","4554146","S","V","N",554.99755859375,100
"english","SP_List3","4554146","S","V","Y",596,100
"english","SP_List3","4850431","L","H","N",992.5,100
"english","SP_List3","4850431","L","H","Y",1189.5,100
"english","SP_List3","4850431","L","V","N",1028.50244140625,75
"english","SP_List3","4850431","L","V","Y",970,87.5
"english","SP_List3","4850431","S","H","N",1063,100
"english","SP_List3","4850431","S","H","Y",882.50244140625,100
"english","SP_List3","4850431","S","V","N",897.5,100
"english","SP_List3","4850431","S","V","Y",916.50244140625,100
"English","SP_List3","4950273","L","H","N",645.402465820312,100
"English","SP_List3","4950273","L","H","Y",735.909912109375,75
"English","SP_List3","4950273","L","V","N",1133.5,100
"English","SP_List3","4950273","L","V","Y",763.81005859375,87.5
"English","SP_List3","4950273","S","H","N",738.799926757812,100
"English","SP_List3","4950273","S","H","Y",652.582397460938,100
"English","SP_List3","4950273","S","V","N",577.054931640625,100
"English","SP_List3","4950273","S","V","Y",809.905029296875,87.5
"English","SP_List3","5076223","L","H","N",682.469970703125,100
"English","SP_List3","5076223","L","H","Y",653.7451171875,87.5
"English","SP_List3","5076223","L","V","N",656.375,87.5
"English","SP_List3","5076223","L","V","Y",646.080078125,87.5
"English","SP_List3","5076223","S","H","N",589.14501953125,87.5
"English","SP_List3","5076223","S","H","Y",569.4150390625,100
"English","SP_List3","5076223","S","V","N",564.349853515625,100
"English","SP_List3","5076223","S","V","Y",573.510009765625,100
"English","SP_List3","538327","L","H","N",667.954345703125,87.5
"English","SP_List3","538327","L","H","Y",861.69189453125,100
"English","SP_List3","538327","L","V","N",776.8251953125,87.5
"English","SP_List3","538327","L","V","Y",703.674194335938,100
"English","SP_List3","538327","S","H","N",657.603759765625,100
"English","SP_List3","538327","S","H","Y",687.306030273438,100
"English","SP_List3","538327","S","V","N",733.864990234375,100
"English","SP_List3","538327","S","V","Y",685.40869140625,100
"English","SP_List3","5659376","L","H","N",565.072631835938,100
"English","SP_List3","5659376","L","H","Y",495.215087890625,87.5
"English","SP_List3","5659376","L","V","N",534.845092773438,100
"English","SP_List3","5659376","L","V","Y",579.855102539062,100
"English","SP_List3","5659376","S","H","N",602.14013671875,87.5
"English","SP_List3","5659376","S","H","Y",613.409912109375,87.5
"English","SP_List3","5659376","S","V","N",552.715209960938,100
"English","SP_List3","5659376","S","V","Y",595.32763671875,100
"english","SP_List3","5661038","L","H","N",726.9599609375,87.5
"english","SP_List3","5661038","L","H","Y",654.414916992188,100
"english","SP_List3","5661038","L","V","N",805.239990234375,87.5
"english","SP_List3","5661038","L","V","Y",663.537475585938,100
"english","SP_List3","5661038","S","H","N",716.7900390625,87.5
"english","SP_List3","5661038","S","H","Y",586.809936523438,100
"english","SP_List3","5661038","S","V","N",667.375,87.5
"english","SP_List3","5661038","S","V","Y",781.445068359375,87.5
"English","SP_List3","5684590","L","H","N",922.324951171875,75
"English","SP_List3","5684590","L","H","Y",1235.88488769531,75
"English","SP_List3","5684590","L","V","N",1052.55004882812,100
"English","SP_List3","5684590","L","V","Y",846.60498046875,87.5
"English","SP_List3","5684590","S","H","N",684.0849609375,87.5
"English","SP_List3","5684590","S","H","Y",938.824951171875,100
"English","SP_List3","5684590","S","V","N",905.340087890625,87.5
"English","SP_List3","5684590","S","V","Y",704.922485351562,100
"English","SP_List3","6275750","L","H","N",841,87.5
"English","SP_List3","6275750","L","H","Y",623.0048828125,87.5
"English","SP_List3","6275750","L","V","N",642.0048828125,87.5
"English","SP_List3","6275750","L","V","Y",603,87.5
"English","SP_List3","6275750","S","H","N",552.00244140625,100
"English","SP_List3","6275750","S","H","Y",582.00244140625,100
"English","SP_List3","6275750","S","V","N",468.99755859375,100
"English","SP_List3","6275750","S","V","Y",525.99755859375,100
"English","SP_List3","6547204","L","H","N",915.28515625,87.5
"English","SP_List3","6547204","L","H","Y",747.45751953125,100
"English","SP_List3","6547204","L","V","N",680.35986328125,87.5
"English","SP_List3","6547204","L","V","Y",703.6650390625,87.5
"English","SP_List3","6547204","S","H","N",670.220092773438,100
"English","SP_List3","6547204","S","H","Y",728.33251953125,100
"English","SP_List3","6547204","S","V","N",841.175048828125,100
"English","SP_List3","6547204","S","V","Y",706.440063476562,100
"English","SP_List3","6654387","L","H","N",701.0048828125,87.5
"English","SP_List3","6654387","L","H","Y",676,87.5
"English","SP_List3","6654387","L","V","N",628.5,75
"English","SP_List3","6654387","L","V","Y",737.00244140625,75
"English","SP_List3","6654387","S","H","N",614.00244140625,100
"English","SP_List3","6654387","S","H","Y",597.49755859375,100
"English","SP_List3","6654387","S","V","N",607.9951171875,87.5
"English","SP_List3","6654387","S","V","Y",622,75
"English","SP_List3","670453","L","H","N",571.882446289062,100
"English","SP_List3","670453","L","H","Y",537.315063476562,100
"English","SP_List3","670453","L","V","N",532.357543945312,100
"English","SP_List3","670453","L","V","Y",525.144775390625,87.5
"English","SP_List3","670453","S","H","N",500.589965820312,100
"English","SP_List3","670453","S","H","Y",478.130004882812,100
"English","SP_List3","670453","S","V","N",446.744873046875,100
"English","SP_List3","670453","S","V","Y",527.724853515625,100
"english","SP_List3","7039984","L","H","N",529.684448242188,100
"english","SP_List3","7039984","L","H","Y",605.221557617188,100
"english","SP_List3","7039984","L","V","N",684.403076171875,100
"english","SP_List3","7039984","L","V","Y",620.364501953125,100
"english","SP_List3","7039984","S","H","N",611.698974609375,100
"english","SP_List3","7039984","S","H","Y",534.049072265625,87.5
"english","SP_List3","7039984","S","V","N",587.682495117188,100
"english","SP_List3","7039984","S","V","Y",499.933959960938,100
"english","SP_List3","7443356","L","H","N",666.93505859375,87.5
"english","SP_List3","7443356","L","H","Y",569.02001953125,62.5
"english","SP_List3","7443356","L","V","N",713.300170898438,100
"english","SP_List3","7443356","L","V","Y",563.929931640625,87.5
"english","SP_List3","7443356","S","H","N",530.21484375,87.5
"english","SP_List3","7443356","S","H","Y",562.172485351562,100
"english","SP_List3","7443356","S","V","N",556.282470703125,100
"english","SP_List3","7443356","S","V","Y",630.405029296875,75
"English","SP_List3","7824252","L","H","N",807.159912109375,75
"English","SP_List3","7824252","L","H","Y",709.222534179688,100
"English","SP_List3","7824252","L","V","N",668.0048828125,87.5
"English","SP_List3","7824252","L","V","Y",609.19482421875,87.5
"English","SP_List3","7824252","S","H","N",668.802490234375,100
"English","SP_List3","7824252","S","H","Y",683.98486328125,87.5
"English","SP_List3","7824252","S","V","N",632.675048828125,87.5
"English","SP_List3","7824252","S","V","Y",731.660034179688,100
"English","SP_List3","8137192","L","H","N",701.859985351562,100
"English","SP_List3","8137192","L","H","Y",696.359985351562,100
"English","SP_List3","8137192","L","V","N",754.970092773438,100
"English","SP_List3","8137192","L","V","Y",700.375,87.5
"English","SP_List3","8137192","S","H","N",630.177490234375,100
"English","SP_List3","8137192","S","H","Y",649.47021484375,100
"English","SP_List3","8137192","S","V","N",606.277587890625,100
"English","SP_List3","8137192","S","V","Y",639.905029296875,100
"english","SP_List3","8921175","L","H","N",731.9599609375,75
"english","SP_List3","8921175","L","H","Y",855.302612304688,100
"english","SP_List3","8921175","L","V","N",906.08740234375,75
"english","SP_List3","8921175","L","V","Y",651.884887695312,100
"english","SP_List3","8921175","S","H","N",716.4775390625,75
"english","SP_List3","8921175","S","H","Y",723.450073242188,75
"english","SP_List3","8921175","S","V","N",715.142578125,75
"english","SP_List3","8921175","S","V","Y",635.7900390625,62.5
"English","SP_List3","9191049","L","H","N",684.857543945312,100
"English","SP_List3","9191049","L","H","Y",768.654907226562,100
"English","SP_List3","9191049","L","V","N",533.764892578125,87.5
"English","SP_List3","9191049","L","V","Y",568.737548828125,100
"English","SP_List3","9191049","S","H","N",524.187622070312,100
"English","SP_List3","9191049","S","H","Y",654.760131835938,100
"English","SP_List3","9191049","S","V","N",593.697509765625,100
"English","SP_List3","9191049","S","V","Y",667.820068359375,100
"English","SP_List3","9200724","L","H","N",559.152465820312,100
"English","SP_List3","9200724","L","H","Y",489.107543945312,100
"English","SP_List3","9200724","L","V","N",621.35498046875,87.5
"English","SP_List3","9200724","L","V","Y",484.60498046875,87.5
"English","SP_List3","9200724","S","H","N",464.732421875,100
"English","SP_List3","9200724","S","H","Y",421.557495117188,75
"English","SP_List3","9200724","S","V","N",502.135009765625,87.5
"English","SP_List3","9200724","S","V","Y",428.545166015625,87.5
"English","SP_List3","9444824","L","H","N",783.1875,100
"English","SP_List3","9444824","L","H","Y",977.234985351562,100
"English","SP_List3","9444824","L","V","N",1014.4599609375,87.5
"English","SP_List3","9444824","L","V","Y",981.9150390625,87.5
"English","SP_List3","9444824","S","H","N",662.255004882812,100
"English","SP_List3","9444824","S","H","Y",723.410034179688,100
"English","SP_List3","9444824","S","V","N",741.04248046875,75
"English","SP_List3","9444824","S","V","Y",929.985107421875,87.5
"english","SP_List4","1662250","L","H","N",514.790161132812,100
"english","SP_List4","1662250","L","H","Y",569.9775390625,100
"english","SP_List4","1662250","L","V","N",548.364868164062,100
"english","SP_List4","1662250","L","V","Y",505.380004882812,100
"english","SP_List4","1662250","S","H","N",548.469970703125,87.5
"english","SP_List4","1662250","S","H","Y",567.385009765625,100
"english","SP_List4","1662250","S","V","N",499.007446289062,100
"english","SP_List4","1662250","S","V","Y",516.695068359375,100
"english","SP_List4","178408","L","H","N",587.262573242188,100
"english","SP_List4","178408","L","H","Y",785.0849609375,100
"english","SP_List4","178408","L","V","N",674.3125,100
"english","SP_List4","178408","L","V","Y",675.344970703125,62.5
"english","SP_List4","178408","S","H","N",783.840087890625,87.5
"english","SP_List4","178408","S","H","Y",648.994995117188,100
"english","SP_List4","178408","S","V","N",614.804931640625,100
"english","SP_List4","178408","S","V","Y",529.352416992188,100
"English","SP_List4","2003617","L","H","N",552.762451171875,100
"English","SP_List4","2003617","L","H","Y",606.845092773438,100
"English","SP_List4","2003617","L","V","N",630.507446289062,100
"English","SP_List4","2003617","L","V","Y",605.5224609375,100
"English","SP_List4","2003617","S","H","N",545.892456054688,100
"English","SP_List4","2003617","S","H","Y",565.294921875,87.5
"English","SP_List4","2003617","S","V","N",593.244873046875,87.5
"English","SP_List4","2003617","S","V","Y",582.552490234375,100
"English","SP_List4","2075254","L","H","N",696,87.5
"English","SP_List4","2075254","L","H","Y",615,87.5
"English","SP_List4","2075254","L","V","N",703.49755859375,75
"English","SP_List4","2075254","L","V","Y",585.0048828125,87.5
"English","SP_List4","2075254","S","H","N",530.5,75
"English","SP_List4","2075254","S","H","Y",506.00244140625,100
"English","SP_List4","2075254","S","V","N",689,87.5
"English","SP_List4","2075254","S","V","Y",561,87.5
"English","SP_List4","2204568","L","H","N",722.225341796875,87.5
"English","SP_List4","2204568","L","H","Y",988.400390625,62.5
"English","SP_List4","2204568","L","V","N",928.99169921875,100
"English","SP_List4","2204568","L","V","Y",753.75048828125,75
"English","SP_List4","2204568","S","H","N",658.03466796875,87.5
"English","SP_List4","2204568","S","H","Y",812.872436523438,100
"English","SP_List4","2204568","S","V","N",793.174072265625,87.5
"English","SP_List4","2204568","S","V","Y",809.869018554688,75
"English","SP_List4","2459702","L","H","N",595.517578125,100
"English","SP_List4","2459702","L","H","Y",641.52978515625,87.5
"English","SP_List4","2459702","L","V","N",556.677612304688,100
"English","SP_List4","2459702","L","V","Y",580.132446289062,100
"English","SP_List4","2459702","S","H","N",507.729858398438,100
"English","SP_List4","2459702","S","H","Y",603.989990234375,87.5
"English","SP_List4","2459702","S","V","N",600.525146484375,100
"English","SP_List4","2459702","S","V","Y",522.069946289062,100
"English","SP_List4","274348","L","H","N",625,87.5
"English","SP_List4","274348","L","H","Y",545.9951171875,87.5
"English","SP_List4","274348","L","V","N",594.50244140625,100
"English","SP_List4","274348","L","V","Y",657,87.5
"English","SP_List4","274348","S","H","N",498.00244140625,100
"English","SP_List4","274348","S","H","Y",639,87.5
"English","SP_List4","274348","S","V","N",594,87.5
"English","SP_List4","274348","S","V","Y",481.5,75
"English","SP_List4","3430523","L","H","N",551.5,100
"English","SP_List4","3430523","L","H","Y",573,100
"English","SP_List4","3430523","L","V","N",603.5,100
"English","SP_List4","3430523","L","V","Y",567.5,100
"English","SP_List4","3430523","S","H","N",527.5,100
"English","SP_List4","3430523","S","H","Y",530.5,100
"English","SP_List4","3430523","S","V","N",503.5,100
"English","SP_List4","3430523","S","V","Y",615,100
"English","SP_List4","3723208","L","H","N",559.5,75
"English","SP_List4","3723208","L","H","Y",510.5,100
"English","SP_List4","3723208","L","V","N",573,100
"English","SP_List4","3723208","L","V","Y",615.5,100
"English","SP_List4","3723208","S","H","N",520,87.5
"English","SP_List4","3723208","S","H","Y",539.5,100
"English","SP_List4","3723208","S","V","N",518.99755859375,100
"English","SP_List4","3723208","S","V","Y",469,100
"English","SP_List4","4195548","L","H","N",721.5,100
"English","SP_List4","4195548","L","H","Y",613.00244140625,100
"English","SP_List4","4195548","L","V","N",610.5,100
"English","SP_List4","4195548","L","V","Y",599.5,100
"English","SP_List4","4195548","S","H","N",770.5,100
"English","SP_List4","4195548","S","H","Y",760,100
"English","SP_List4","4195548","S","V","N",545,87.5
"English","SP_List4","4195548","S","V","Y",733,87.5
"English","SP_List4","4627165","L","H","N",816.699951171875,87.5
"English","SP_List4","4627165","L","H","Y",751.532470703125,100
"English","SP_List4","4627165","L","V","N",842.2548828125,87.5
"English","SP_List4","4627165","L","V","Y",782.5048828125,87.5
"English","SP_List4","4627165","S","H","N",905.992553710938,100
"English","SP_List4","4627165","S","H","Y",687.210083007812,100
"English","SP_List4","4627165","S","V","N",656.222534179688,100
"English","SP_List4","4627165","S","V","Y",709.97998046875,87.5
"english","SP_List4","5270004","L","H","N",559.589965820312,75
"english","SP_List4","5270004","L","H","Y",638.054931640625,87.5
"english","SP_List4","5270004","L","V","N",646.93505859375,75
"english","SP_List4","5270004","L","V","Y",652.945068359375,87.5
"english","SP_List4","5270004","S","H","N",591.502563476562,75
"english","SP_List4","5270004","S","H","Y",524.642578125,100
"english","SP_List4","5270004","S","V","N",572.699829101562,75
"english","SP_List4","5270004","S","V","Y",645.039916992188,100
"english","SP_List4","5557920","L","H","N",714.392578125,100
"english","SP_List4","5557920","L","H","Y",883.592529296875,100
"english","SP_List4","5557920","L","V","N",688.53515625,100
"english","SP_List4","5557920","L","V","Y",713.302490234375,100
"english","SP_List4","5557920","S","H","N",626.552612304688,100
"english","SP_List4","5557920","S","H","Y",690.534912109375,87.5
"english","SP_List4","5557920","S","V","N",608.3798828125,100
"english","SP_List4","5557920","S","V","Y",744.0224609375,100
"english","SP_List4","5656906","L","H","N",627.114990234375,100
"english","SP_List4","5656906","L","H","Y",865.712524414062,100
"english","SP_List4","5656906","L","V","N",758.85498046875,87.5
"english","SP_List4","5656906","L","V","Y",596.5224609375,75
"english","SP_List4","5656906","S","H","N",530.059936523438,100
"english","SP_List4","5656906","S","H","Y",614.920166015625,87.5
"english","SP_List4","5656906","S","V","N",700.105102539062,100
"english","SP_List4","5656906","S","V","Y",710.677612304688,100
"english","SP_List4","5756652","L","H","N",620.002319335938,100
"english","SP_List4","5756652","L","H","Y",755.007446289062,100
"english","SP_List4","5756652","L","V","N",673.872314453125,100
"english","SP_List4","5756652","L","V","Y",647.875,62.5
"english","SP_List4","5756652","S","H","N",632.215087890625,100
"english","SP_List4","5756652","S","H","Y",625.525024414062,100
"english","SP_List4","5756652","S","V","N",638.775024414062,100
"english","SP_List4","5756652","S","V","Y",686.639892578125,87.5
"English","SP_List4","5757626","L","H","N",516.340087890625,87.5
"English","SP_List4","5757626","L","H","Y",517.032470703125,100
"English","SP_List4","5757626","L","V","N",544.089965820312,100
"English","SP_List4","5757626","L","V","Y",559.180053710938,100
"English","SP_List4","5757626","S","H","N",611.929931640625,100
"English","SP_List4","5757626","S","H","Y",466.070068359375,100
"English","SP_List4","5757626","S","V","N",552.5,87.5
"English","SP_List4","5757626","S","V","Y",479.85009765625,87.5
"English","SP_List4","5847602","L","H","N",659.39990234375,100
"English","SP_List4","5847602","L","H","Y",653.574951171875,87.5
"English","SP_List4","5847602","L","V","N",720.457641601562,100
"English","SP_List4","5847602","L","V","Y",694.800048828125,87.5
"English","SP_List4","5847602","S","H","N",534.607543945312,100
"English","SP_List4","5847602","S","H","Y",597.114990234375,87.5
"English","SP_List4","5847602","S","V","N",619.637451171875,100
"English","SP_List4","5847602","S","V","Y",519.152587890625,100
"english","SP_List4","6034619","L","H","N",622.405395507812,100
"english","SP_List4","6034619","L","H","Y",669.07080078125,87.5
"english","SP_List4","6034619","L","V","N",640.562255859375,87.5
"english","SP_List4","6034619","L","V","Y",589.931640625,100
"english","SP_List4","6034619","S","H","N",506.760009765625,75
"english","SP_List4","6034619","S","H","Y",524.265380859375,87.5
"english","SP_List4","6034619","S","V","N",576.982421875,87.5
"english","SP_List4","6034619","S","V","Y",571.584350585938,100
"english","SP_List4","6366544","L","H","N",783.517578125,100
"english","SP_List4","6366544","L","H","Y",789.682495117188,100
"english","SP_List4","6366544","L","V","N",883.880126953125,87.5
"english","SP_List4","6366544","L","V","Y",765.739990234375,87.5
"english","SP_List4","6366544","S","H","N",859.52978515625,87.5
"english","SP_List4","6366544","S","H","Y",819.650146484375,87.5
"english","SP_List4","6366544","S","V","N",899.594970703125,87.5
"english","SP_List4","6366544","S","V","Y",947.1650390625,87.5
"english","SP_List4","6906579","L","H","N",580.172485351562,75
"english","SP_List4","6906579","L","H","Y",668.515014648438,100
"english","SP_List4","6906579","L","V","N",488.18994140625,100
"english","SP_List4","6906579","L","V","Y",643.217529296875,100
"english","SP_List4","6906579","S","H","N",544.160034179688,75
"english","SP_List4","6906579","S","H","Y",572.2451171875,87.5
"english","SP_List4","6906579","S","V","N",518.485107421875,75
"english","SP_List4","6906579","S","V","Y",764.7275390625,75
"English","SP_List4","7084523","L","H","N",471.85498046875,100
"English","SP_List4","7084523","L","H","Y",468.192504882812,100
"English","SP_List4","7084523","L","V","N",511.6201171875,100
"English","SP_List4","7084523","L","V","Y",543.337524414062,100
"English","SP_List4","7084523","S","H","N",477.445068359375,100
"English","SP_List4","7084523","S","H","Y",465.7998046875,87.5
"English","SP_List4","7084523","S","V","N",486.799926757812,100
"English","SP_List4","7084523","S","V","Y",467.464965820312,100
"english","SP_List4","7245640","L","H","N",551.861938476562,75
"english","SP_List4","7245640","L","H","Y",763.188232421875,100
"english","SP_List4","7245640","L","V","N",651.368774414062,100
"english","SP_List4","7245640","L","V","Y",720.855224609375,87.5
"english","SP_List4","7245640","S","H","N",624.6318359375,87.5
"english","SP_List4","7245640","S","H","Y",520.347778320312,100
"english","SP_List4","7245640","S","V","N",562.96044921875,87.5
"english","SP_List4","7245640","S","V","Y",630.525268554688,100
"english","SP_List4","7311671","L","H","N",773.705078125,87.5
"english","SP_List4","7311671","L","H","Y",918.574951171875,87.5
"english","SP_List4","7311671","L","V","N",955.91748046875,100
"english","SP_List4","7311671","L","V","Y",960.89013671875,75
"english","SP_List4","7311671","S","H","N",814.670166015625,87.5
"english","SP_List4","7311671","S","H","Y",950.742553710938,100
"english","SP_List4","7311671","S","V","N",775.117431640625,100
"english","SP_List4","7311671","S","V","Y",1068.357421875,75
"english","SP_List4","7483916","L","H","N",616.49755859375,100
"english","SP_List4","7483916","L","H","Y",574.50244140625,100
"english","SP_List4","7483916","L","V","N",593.49755859375,100
"english","SP_List4","7483916","L","V","Y",618.5,75
"english","SP_List4","7483916","S","H","N",483,87.5
"english","SP_List4","7483916","S","H","Y",562.00244140625,100
"english","SP_List4","7483916","S","V","N",535.00244140625,100
"english","SP_List4","7483916","S","V","Y",547,100
"English","SP_List4","8037171","L","H","N",882.900146484375,87.5
"English","SP_List4","8037171","L","H","Y",863.02490234375,87.5
"English","SP_List4","8037171","L","V","N",860.79248046875,100
"English","SP_List4","8037171","L","V","Y",792.515014648438,100
"English","SP_List4","8037171","S","H","N",536.702392578125,100
"English","SP_List4","8037171","S","H","Y",751.762451171875,100
"English","SP_List4","8037171","S","V","N",926.550048828125,62.5
"English","SP_List4","8037171","S","V","Y",815.56494140625,62.5
"english","SP_List4","8224252","L","H","N",622.005004882812,100
"english","SP_List4","8224252","L","H","Y",805.030029296875,100
"english","SP_List4","8224252","L","V","N",672.364868164062,100
"english","SP_List4","8224252","L","V","Y",623.33740234375,100
"english","SP_List4","8224252","S","H","N",703.64501953125,100
"english","SP_List4","8224252","S","H","Y",648.792602539062,100
"english","SP_List4","8224252","S","V","N",621.949951171875,100
"english","SP_List4","8224252","S","V","Y",652.43994140625,100
"English","SP_List4","8365526","L","H","N",512.764892578125,100
"English","SP_List4","8365526","L","H","Y",609.934936523438,100
"English","SP_List4","8365526","L","V","N",612.802368164062,100
"English","SP_List4","8365526","L","V","Y",644.669921875,100
"English","SP_List4","8365526","S","H","N",684.789794921875,87.5
"English","SP_List4","8365526","S","H","Y",589.907470703125,100
"English","SP_List4","8365526","S","V","N",523.320068359375,100
"English","SP_List4","8365526","S","V","Y",475.107543945312,100
"english","SP_List4","9097430","L","H","N",566.097534179688,100
"english","SP_List4","9097430","L","H","Y",601.920043945312,100
"english","SP_List4","9097430","L","V","N",620.970092773438,100
"english","SP_List4","9097430","L","V","Y",740.009887695312,100
"english","SP_List4","9097430","S","H","N",589.844970703125,87.5
"english","SP_List4","9097430","S","H","Y",577.699951171875,87.5
"english","SP_List4","9097430","S","V","N",547.5498046875,87.5
"english","SP_List4","9097430","S","V","Y",574.192504882812,100
"english","SP_List4","9588010","L","H","N",616.18017578125,100
"english","SP_List4","9588010","L","H","Y",601.800048828125,100
"english","SP_List4","9588010","L","V","N",612.6650390625,87.5
"english","SP_List4","9588010","L","V","Y",580.135009765625,100
"english","SP_List4","9588010","S","H","N",537.5625,100
