"","ID","Size","Orientation","Match","RT","ACC"
"516","pilot1027065","S","V","N",585.4501953125,87.5
"517","pilot1027065","S","V","Y",625.6650390625,91.6666666666667
"518","pilot1027066","L","H","N",572.659912109375,100
"519","pilot1027066","L","H","Y",579.9951171875,84.6153846153846
"520","pilot1027066","L","V","N",488.219970703125,100
"521","pilot1027066","L","V","Y",673.360107421875,90.9090909090909
"522","pilot1027066","S","H","N",585.47998046875,87.5
"523","pilot1027066","S","H","Y",534.907592773438,80
"524","pilot1027066","S","V","N",540.164916992188,100
"525","pilot1027066","S","V","Y",655.412475585938,90.9090909090909
"526","pilot1027067","L","H","N",738.214965820312,75
"527","pilot1027067","L","H","Y",596,71.4285714285714
"528","pilot1027067","L","V","N",609.505004882812,66.6666666666667
"529","pilot1027067","L","V","Y",670.8798828125,83.3333333333333
"530","pilot1027067","S","H","N",521.02001953125,100
"531","pilot1027067","S","H","Y",648.049926757812,100
"532","pilot1027067","S","V","N",506.00244140625,100
"533","pilot1027067","S","V","Y",646.39453125,91.6666666666667
"534","pilot1027068","L","H","N",635.905029296875,91.6666666666667
"535","pilot1027068","L","H","Y",563.525024414062,83.3333333333333
"536","pilot1027068","L","V","N",488.35986328125,100
"537","pilot1027068","L","V","Y",580.824951171875,81.8181818181818
"538","pilot1027068","S","H","N",584.192504882812,100
"539","pilot1027068","S","H","Y",891.719970703125,75
"540","pilot1027068","S","V","N",541.085083007812,100
"541","pilot1027068","S","V","Y",694.657348632812,100
"542","pilot1027069","L","H","N",627.9248046875,87.5
"543","pilot1027069","L","H","Y",566.944946289062,75
"544","pilot1027069","L","V","N",677.619873046875,100
"545","pilot1027069","L","V","Y",664.9375,75
"546","pilot1027069","S","H","N",752.630126953125,87.5
"547","pilot1027069","S","H","Y",737.054931640625,87.5
"548","pilot1027069","S","V","N",596.977416992188,100
"549","pilot1027069","S","V","Y",641.752563476562,75
"550","pilot1027070","L","H","N",752.18994140625,100
"551","pilot1027070","L","H","Y",576,100
"552","pilot1027070","L","V","N",607.210083007812,100
"553","pilot1027070","L","V","Y",809.30517578125,87.5
"554","pilot1027070","S","H","N",608.03759765625,100
"555","pilot1027070","S","H","Y",610.505615234375,100
"556","pilot1027070","S","V","N",545.03515625,87.5
"557","pilot1027070","S","V","Y",530.862548828125,85.7142857142857
"558","pilot1027071","L","H","N",623.487548828125,100
"559","pilot1027071","L","H","Y",649.93994140625,87.5
"560","pilot1027071","L","V","N",509.487426757812,100
"561","pilot1027071","L","V","Y",515.925048828125,87.5
"562","pilot1027071","S","H","N",552,100
"563","pilot1027071","S","H","Y",646.847534179688,88.8888888888889
"564","pilot1027071","S","V","N",503.257568359375,100
"565","pilot1027071","S","V","Y",603.925048828125,100
"566","pilot1027072","L","H","N",669.724975585938,100
"567","pilot1027072","L","H","Y",586.394897460938,75
"568","pilot1027072","L","V","N",635.864990234375,100
"569","pilot1027072","L","V","Y",721.25,42.8571428571429
"570","pilot1027072","S","H","N",531.007446289062,100
"571","pilot1027072","S","H","Y",633.202514648438,100
"572","pilot1027072","S","V","N",615.655029296875,100
"573","pilot1027072","S","V","Y",565.070068359375,100
"574","pilot1027073","L","H","N",480,77.7777777777778
"575","pilot1027073","L","H","Y",568.31005859375,85.7142857142857
"576","pilot1027073","L","V","N",649.947387695312,88.8888888888889
"577","pilot1027073","L","V","Y",667.64013671875,85.7142857142857
"578","pilot1027073","S","H","N",483.10009765625,87.5
"579","pilot1027073","S","H","Y",660.60498046875,100
"580","pilot1027073","S","V","N",521.070068359375,100
"581","pilot1027073","S","V","Y",629.50244140625,88.8888888888889
"582","pilot1027074","L","H","N",789.08251953125,66.6666666666667
"583","pilot1027074","L","H","Y",593.972534179688,100
"584","pilot1027074","L","V","N",633,75
"585","pilot1027074","L","V","Y",620.280029296875,100
"586","pilot1027074","S","H","N",531.55517578125,83.3333333333333
"587","pilot1027074","S","H","Y",530,87.5
"588","pilot1027074","S","V","N",579.022583007812,100
"589","pilot1027074","S","V","Y",650.502563476562,100
"590","pilot1027075","L","H","N",683.702514648438,100
"591","pilot1027075","L","H","Y",622.940063476562,100
"592","pilot1027075","L","V","N",681.470092773438,85.7142857142857
"593","pilot1027075","L","V","Y",620.579833984375,100
"594","pilot1027075","S","H","N",596.949951171875,100
"595","pilot1027075","S","H","Y",581.10693359375,100
"596","pilot1027075","S","V","N",570.70751953125,100
"597","pilot1027075","S","V","Y",491.0400390625,100
"598","pilot1027076","L","H","N",810.96484375,87.5
"599","pilot1027076","L","H","Y",708.70263671875,100
"600","pilot1027076","L","V","N",492.1650390625,100
"601","pilot1027076","L","V","Y",575.83984375,62.5
"602","pilot1027076","S","H","N",577.99755859375,100
"603","pilot1027076","S","H","Y",514.927612304688,100
"604","pilot1027076","S","V","N",578.5400390625,100
"605","pilot1027076","S","V","Y",604.691650390625,100
"606","pilot1027077","L","H","N",669,77.7777777777778
"607","pilot1027077","L","H","Y",598.9599609375,100
"608","pilot1027077","L","V","N",625.287475585938,80
"609","pilot1027077","L","V","Y",580,55.5555555555556
"610","pilot1027077","S","H","N",554,87.5
"611","pilot1027077","S","H","Y",615.2724609375,100
"612","pilot1027077","S","V","N",701.440063476562,100
"613","pilot1027077","S","V","Y",574.02490234375,87.5
"614","pilot1027078","L","H","N",639.01513671875,100
"615","pilot1027078","L","H","Y",535.072509765625,85.7142857142857
"616","pilot1027078","L","V","N",714.895751953125,83.3333333333333
"617","pilot1027078","L","V","Y",579.679931640625,100
"618","pilot1027078","S","H","N",547.670043945312,100
"619","pilot1027078","S","H","Y",565.069946289062,75
"620","pilot1027078","S","V","N",595.24755859375,100
"621","pilot1027078","S","V","Y",621.320068359375,100
"622","pilot1027079","L","H","N",751.797485351562,85.7142857142857
"623","pilot1027079","L","H","Y",546.47509765625,100
"624","pilot1027079","L","V","N",575.639892578125,100
"625","pilot1027079","L","V","Y",607,100
"626","pilot1027079","S","H","N",661.8701171875,87.5
"627","pilot1027079","S","H","Y",601.579956054688,100
"628","pilot1027079","S","V","N",644.232421875,87.5
"629","pilot1027079","S","V","Y",640.217651367188,100
"630","pilot1027080","L","H","N",608.034912109375,85.7142857142857
"631","pilot1027080","L","H","Y",581.507446289062,100
"632","pilot1027080","L","V","N",641.68994140625,90.9090909090909
"633","pilot1027080","L","V","Y",626.385009765625,100
"634","pilot1027080","S","H","N",539.485107421875,100
"635","pilot1027080","S","H","Y",554.490112304688,85.7142857142857
"636","pilot1027080","S","V","N",504.0048828125,100
"637","pilot1027080","S","V","Y",602.6201171875,100
"638","pilot1027081","L","H","N",555.77490234375,87.5
"639","pilot1027081","L","H","Y",650.702392578125,100
"640","pilot1027081","L","V","N",667.544921875,100
"641","pilot1027081","L","V","Y",628.974853515625,100
"642","pilot1027081","S","H","N",590,100
"643","pilot1027081","S","H","Y",571.454956054688,100
"644","pilot1027081","S","V","N",544.107543945312,88.8888888888889
"645","pilot1027081","S","V","Y",559.494995117188,100
"646","pilot1027082","L","H","N",587.805053710938,75
"647","pilot1027082","L","H","Y",673.032592773438,100
"648","pilot1027082","L","V","N",600.692626953125,88.8888888888889
"649","pilot1027082","L","V","Y",681.860107421875,71.4285714285714
"650","pilot1027082","S","H","N",519.876831054688,88.8888888888889
"651","pilot1027082","S","H","Y",621.60498046875,88.8888888888889
"652","pilot1027082","S","V","N",534.06005859375,100
"653","pilot1027082","S","V","Y",641,100
"654","pilot1027083","L","H","N",702.705078125,85.7142857142857
"655","pilot1027083","L","H","Y",630.900024414062,100
"656","pilot1027083","L","V","N",715.0048828125,87.5
"657","pilot1027083","L","V","Y",748,100
"658","pilot1027083","S","H","N",549.9150390625,100
"659","pilot1027083","S","H","Y",628.27490234375,100
"660","pilot1027083","S","V","N",661,100
"661","pilot1027083","S","V","Y",548.0625,88.8888888888889
"662","pilot1027084","L","H","N",572.20751953125,85.7142857142857
"663","pilot1027084","L","H","Y",707.8974609375,88.8888888888889
"664","pilot1027084","L","V","N",607.567504882812,100
"665","pilot1027084","L","V","Y",597.045166015625,87.5
"666","pilot1027084","S","H","N",646.157592773438,85.7142857142857
"667","pilot1027084","S","H","Y",479.72998046875,100
"668","pilot1027084","S","V","N",564.47509765625,87.5
"669","pilot1027084","S","V","Y",507.0849609375,90
"670","pilot1027085","L","H","N",640.902587890625,100
"671","pilot1027085","L","H","Y",655.14599609375,100
"672","pilot1027085","L","V","N",542.545166015625,100
"673","pilot1027085","L","V","Y",612.2724609375,85.7142857142857
"674","pilot1027085","S","H","N",632.75,100
"675","pilot1027085","S","H","Y",591.93505859375,87.5
"676","pilot1027085","S","V","N",512.43017578125,87.5
"677","pilot1027085","S","V","Y",495.93505859375,100
"678","pilot1027086","L","H","N",658.447509765625,75
"679","pilot1027086","L","H","Y",657.2099609375,90
"680","pilot1027086","L","V","N",608.247436523438,85.7142857142857
"681","pilot1027086","L","V","Y",533.005004882812,85.7142857142857
"682","pilot1027086","S","H","N",521.10888671875,87.5
"683","pilot1027086","S","H","Y",605.634887695312,100
"684","pilot1027086","S","V","N",629.952392578125,100
"685","pilot1027086","S","V","Y",602.880004882812,75
"686","pilot1027087","L","H","N",625.1650390625,100
"687","pilot1027087","L","H","Y",734.02490234375,100
"688","pilot1027087","L","V","N",575.862426757812,80
"689","pilot1027087","L","V","Y",648.552490234375,88.8888888888889
"690","pilot1027087","S","H","N",509.864990234375,100
"691","pilot1027087","S","H","Y",528.690185546875,87.5
"692","pilot1027087","S","V","N",678.2548828125,87.5
"693","pilot1027087","S","V","Y",586.9951171875,87.5
"694","pilot1027088","L","H","N",627.260009765625,90
"695","pilot1027088","L","H","Y",574.5,85.7142857142857
"696","pilot1027088","L","V","N",655.182495117188,100
"697","pilot1027088","L","V","Y",720.289916992188,88.8888888888889
"698","pilot1027088","S","H","N",548.832397460938,100
"699","pilot1027088","S","H","Y",626.784912109375,87.5
"700","pilot1027088","S","V","N",557.625,100
"701","pilot1027088","S","V","Y",536.136474609375,87.5
"702","pilot1027089","L","H","N",711.919921875,100
"703","pilot1027089","L","H","Y",674.44482421875,83.3333333333333
"704","pilot1027089","L","V","N",580.575073242188,80
"705","pilot1027089","L","V","Y",782.029296875,100
"706","pilot1027089","S","H","N",614,62.5
"707","pilot1027089","S","H","Y",558.727661132812,100
"708","pilot1027089","S","V","N",626,87.5
"709","pilot1027089","S","V","Y",533.97998046875,87.5
"710","pilot1027090","L","H","N",674.010009765625,83.3333333333333
"711","pilot1027090","L","H","Y",617.437622070312,100
"712","pilot1027090","L","V","N",576.667236328125,80
"713","pilot1027090","L","V","Y",656.64990234375,90
"714","pilot1027090","S","H","N",568.267456054688,85.7142857142857
"715","pilot1027090","S","H","Y",616.384155273438,100
"716","pilot1027090","S","V","N",526.50244140625,88.8888888888889
"717","pilot1027090","S","V","Y",640.532592773438,100
"718","pilot1027091","L","H","N",637.875,71.4285714285714
"719","pilot1027091","L","H","Y",552.5048828125,100
"720","pilot1027091","L","V","N",703.10986328125,90
"721","pilot1027091","L","V","Y",537.2548828125,87.5
"722","pilot1027091","S","H","N",517.715087890625,85.7142857142857
"723","pilot1027091","S","H","Y",608.737426757812,88.8888888888889
"724","pilot1027091","S","V","N",549.705078125,100
"725","pilot1027091","S","V","Y",608.6650390625,100
"726","pilot1027092","L","H","N",562,87.5
"727","pilot1027092","L","H","Y",689.35498046875,87.5
"728","pilot1027092","L","V","N",514.930053710938,88.8888888888889
"729","pilot1027092","L","V","Y",611.824951171875,100
"730","pilot1027092","S","H","N",667.5,100
"731","pilot1027092","S","H","Y",500.64990234375,100
"732","pilot1027092","S","V","N",650.385009765625,100
"733","pilot1027092","S","V","Y",707.864990234375,100
"734","pilot1027093","L","H","N",665.742553710938,100
"735","pilot1027093","L","H","Y",681.05517578125,87.5
"736","pilot1027093","L","V","N",860.199829101562,88.8888888888889
"737","pilot1027093","L","V","Y",541.114990234375,100
"738","pilot1027093","S","H","N",568.81005859375,100
"739","pilot1027093","S","H","Y",577.617553710938,85.7142857142857
"740","pilot1027093","S","V","N",614.191528320312,100
"741","pilot1027093","S","V","Y",554.844970703125,100
"742","pilot1027094","L","H","N",619.694946289062,100
"743","pilot1027094","L","H","Y",602.405395507812,88.8888888888889
"744","pilot1027094","L","V","N",637.669921875,87.5
"745","pilot1027094","L","V","Y",613.114990234375,71.4285714285714
"746","pilot1027094","S","H","N",615.33251953125,100
"747","pilot1027094","S","H","Y",606.0048828125,100
"748","pilot1027094","S","V","N",538.224975585938,88.8888888888889
"749","pilot1027094","S","V","Y",566.1650390625,100
"750","pilot1027095","L","H","N",741.0048828125,87.5
"751","pilot1027095","L","H","Y",592.0048828125,90
"752","pilot1027095","L","V","N",541.15478515625,83.3333333333333
"753","pilot1027095","L","V","Y",791,100
"754","pilot1027095","S","H","N",606.1826171875,100
"755","pilot1027095","S","H","Y",552.0048828125,87.5
"756","pilot1027095","S","V","N",566.22998046875,87.5
"757","pilot1027095","S","V","Y",737.244384765625,100
"758","pilot1027096","L","H","N",618.572509765625,75
"759","pilot1027096","L","H","Y",647.8701171875,90
"760","pilot1027096","L","V","N",606.699951171875,100
"761","pilot1027096","L","V","Y",521.6025390625,85.7142857142857
"762","pilot1027096","S","H","N",506.797607421875,85.7142857142857
"763","pilot1027096","S","H","Y",562.49755859375,100
"764","pilot1027096","S","V","N",551.052612304688,100
"765","pilot1027096","S","V","Y",582.135009765625,100
"766","pilot1027097","L","H","N",605.659912109375,88.8888888888889
"767","pilot1027097","L","H","Y",594.3701171875,100
"768","pilot1027097","L","V","N",658.39501953125,83.3333333333333
"769","pilot1027097","L","V","Y",658.347534179688,100
"770","pilot1027097","S","H","N",538.95751953125,100
"771","pilot1027097","S","H","Y",568.430053710938,100
"772","pilot1027097","S","V","N",508.784912109375,87.5
"773","pilot1027097","S","V","Y",529.679931640625,87.5
"774","pilot1027098","L","H","N",672.22509765625,100
"775","pilot1027098","L","H","Y",650.39013671875,100
"776","pilot1027098","L","V","N",637.532470703125,100
"777","pilot1027098","L","V","Y",745.5849609375,88.8888888888889
"778","pilot1027098","S","H","N",522.4375,100
"779","pilot1027098","S","H","Y",473.47509765625,100
"780","pilot1027098","S","V","N",693.9951171875,62.5
"781","pilot1027098","S","V","Y",545.784912109375,87.5
"782","pilot1027099","L","H","N",607.14990234375,87.5
"783","pilot1027099","L","H","Y",607,100
"784","pilot1027099","L","V","N",737.465087890625,87.5
"785","pilot1027099","L","V","Y",683.889892578125,100
"786","pilot1027099","S","H","N",521.479858398438,100
"787","pilot1027099","S","H","Y",596.287475585938,100
"788","pilot1027099","S","V","N",556,87.5
"789","pilot1027099","S","V","Y",531.73486328125,100
"790","pilot1027100","L","H","N",692.00732421875,100
"791","pilot1027100","L","H","Y",692.099975585938,85.7142857142857
"792","pilot1027100","L","V","N",709.99755859375,80
"793","pilot1027100","L","V","Y",604.860107421875,100
"794","pilot1027100","S","H","N",598.18017578125,100
"795","pilot1027100","S","H","Y",604.81005859375,100
"796","pilot1027100","S","V","N",551.465087890625,87.5
"797","pilot1027100","S","V","Y",700.065185546875,87.5
