"","List","ID","Size","Orientation","Match","RT"
"537","List3","pilot1027068","L","V","Y",580.824951171875
"538","List3","pilot1027068","S","H","N",584.192504882812
"539","List3","pilot1027068","S","H","Y",891.719970703125
"540","List3","pilot1027068","S","V","N",541.085083007812
"541","List3","pilot1027068","S","V","Y",694.657348632812
"542","List3","pilot1027069","L","H","N",627.9248046875
"543","List3","pilot1027069","L","H","Y",566.944946289062
"544","List3","pilot1027069","L","V","N",677.619873046875
"545","List3","pilot1027069","L","V","Y",664.9375
"546","List3","pilot1027069","S","H","N",752.630126953125
"547","List3","pilot1027069","S","H","Y",737.054931640625
"548","List3","pilot1027069","S","V","N",596.977416992188
"549","List3","pilot1027069","S","V","Y",641.752563476562
"550","List3","pilot1027070","L","H","N",752.18994140625
"551","List3","pilot1027070","L","H","Y",576
"552","List3","pilot1027070","L","V","N",607.210083007812
"553","List3","pilot1027070","L","V","Y",809.30517578125
"554","List3","pilot1027070","S","H","N",608.03759765625
"555","List3","pilot1027070","S","H","Y",610.505615234375
"556","List3","pilot1027070","S","V","N",545.03515625
"557","List3","pilot1027070","S","V","Y",530.862548828125
"558","List3","pilot1027071","L","H","N",623.487548828125
"559","List3","pilot1027071","L","H","Y",649.93994140625
"560","List3","pilot1027071","L","V","N",509.487426757812
"561","List3","pilot1027071","L","V","Y",515.925048828125
"562","List3","pilot1027071","S","H","N",552
"563","List3","pilot1027071","S","H","Y",646.847534179688
"564","List3","pilot1027071","S","V","N",503.257568359375
"565","List3","pilot1027071","S","V","Y",603.925048828125
"566","List3","pilot1027072","L","H","N",669.724975585938
"567","List3","pilot1027072","L","H","Y",586.394897460938
"568","List3","pilot1027072","L","V","N",635.864990234375
"569","List3","pilot1027072","L","V","Y",721.25
"570","List3","pilot1027072","S","H","N",531.007446289062
"571","List3","pilot1027072","S","H","Y",633.202514648438
"572","List3","pilot1027072","S","V","N",615.655029296875
"573","List3","pilot1027072","S","V","Y",565.070068359375
"574","List3","pilot1027073","L","H","N",480
"575","List3","pilot1027073","L","H","Y",568.31005859375
"576","List3","pilot1027073","L","V","N",649.947387695312
"577","List3","pilot1027073","L","V","Y",667.64013671875
"578","List3","pilot1027073","S","H","N",483.10009765625
"579","List3","pilot1027073","S","H","Y",660.60498046875
"580","List3","pilot1027073","S","V","N",521.070068359375
"581","List3","pilot1027073","S","V","Y",629.50244140625
"582","List3","pilot1027074","L","H","N",789.08251953125
"583","List3","pilot1027074","L","H","Y",593.972534179688
"584","List3","pilot1027074","L","V","N",633
"585","List3","pilot1027074","L","V","Y",620.280029296875
"586","List3","pilot1027074","S","H","N",531.55517578125
"587","List3","pilot1027074","S","H","Y",530
"588","List3","pilot1027074","S","V","N",579.022583007812
"589","List3","pilot1027074","S","V","Y",650.502563476562
"590","List3","pilot1027075","L","H","N",683.702514648438
"591","List3","pilot1027075","L","H","Y",622.940063476562
"592","List3","pilot1027075","L","V","N",681.470092773438
"593","List3","pilot1027075","L","V","Y",620.579833984375
"594","List3","pilot1027075","S","H","N",596.949951171875
"595","List3","pilot1027075","S","H","Y",581.10693359375
"596","List3","pilot1027075","S","V","N",570.70751953125
"597","List3","pilot1027075","S","V","Y",491.0400390625
"598","List4","pilot1027076","L","H","N",810.96484375
"599","List4","pilot1027076","L","H","Y",708.70263671875
"600","List4","pilot1027076","L","V","N",492.1650390625
"601","List4","pilot1027076","L","V","Y",575.83984375
"602","List4","pilot1027076","S","H","N",577.99755859375
"603","List4","pilot1027076","S","H","Y",514.927612304688
"604","List4","pilot1027076","S","V","N",578.5400390625
"605","List4","pilot1027076","S","V","Y",604.691650390625
"606","List4","pilot1027077","L","H","N",669
"607","List4","pilot1027077","L","H","Y",598.9599609375
"608","List4","pilot1027077","L","V","N",625.287475585938
"609","List4","pilot1027077","L","V","Y",580
"610","List4","pilot1027077","S","H","N",554
"611","List4","pilot1027077","S","H","Y",615.2724609375
"612","List4","pilot1027077","S","V","N",701.440063476562
"613","List4","pilot1027077","S","V","Y",574.02490234375
"614","List4","pilot1027078","L","H","N",639.01513671875
"615","List4","pilot1027078","L","H","Y",535.072509765625
"616","List4","pilot1027078","L","V","N",714.895751953125
"617","List4","pilot1027078","L","V","Y",579.679931640625
"618","List4","pilot1027078","S","H","N",547.670043945312
"619","List4","pilot1027078","S","H","Y",565.069946289062
"620","List4","pilot1027078","S","V","N",595.24755859375
"621","List4","pilot1027078","S","V","Y",621.320068359375
"622","List4","pilot1027079","L","H","N",751.797485351562
"623","List4","pilot1027079","L","H","Y",546.47509765625
"624","List4","pilot1027079","L","V","N",575.639892578125
"625","List4","pilot1027079","L","V","Y",607
"626","List4","pilot1027079","S","H","N",661.8701171875
"627","List4","pilot1027079","S","H","Y",601.579956054688
"628","List4","pilot1027079","S","V","N",644.232421875
"629","List4","pilot1027079","S","V","Y",640.217651367188
"630","List4","pilot1027080","L","H","N",608.034912109375
"631","List4","pilot1027080","L","H","Y",581.507446289062
"632","List4","pilot1027080","L","V","N",641.68994140625
"633","List4","pilot1027080","L","V","Y",626.385009765625
"634","List4","pilot1027080","S","H","N",539.485107421875
"635","List4","pilot1027080","S","H","Y",554.490112304688
"636","List4","pilot1027080","S","V","N",504.0048828125
"637","List4","pilot1027080","S","V","Y",602.6201171875
"638","List4","pilot1027081","L","H","N",555.77490234375
"639","List4","pilot1027081","L","H","Y",650.702392578125
"640","List4","pilot1027081","L","V","N",667.544921875
"641","List4","pilot1027081","L","V","Y",628.974853515625
"642","List4","pilot1027081","S","H","N",590
"643","List4","pilot1027081","S","H","Y",571.454956054688
"644","List4","pilot1027081","S","V","N",544.107543945312
"645","List4","pilot1027081","S","V","Y",559.494995117188
"646","List4","pilot1027082","L","H","N",587.805053710938
"647","List4","pilot1027082","L","H","Y",673.032592773438
"648","List4","pilot1027082","L","V","N",600.692626953125
"649","List4","pilot1027082","L","V","Y",681.860107421875
"650","List4","pilot1027082","S","H","N",519.876831054688
"651","List4","pilot1027082","S","H","Y",621.60498046875
"652","List4","pilot1027082","S","V","N",534.06005859375
"653","List4","pilot1027082","S","V","Y",641
"654","List4","pilot1027083","L","H","N",702.705078125
"655","List4","pilot1027083","L","H","Y",630.900024414062
"656","List4","pilot1027083","L","V","N",715.0048828125
"657","List4","pilot1027083","L","V","Y",748
"658","List4","pilot1027083","S","H","N",549.9150390625
"659","List4","pilot1027083","S","H","Y",628.27490234375
"660","List4","pilot1027083","S","V","N",661
"661","List4","pilot1027083","S","V","Y",548.0625
"662","List4","pilot1027084","L","H","N",572.20751953125
"663","List4","pilot1027084","L","H","Y",707.8974609375
"664","List4","pilot1027084","L","V","N",607.567504882812
"665","List4","pilot1027084","L","V","Y",597.045166015625
"666","List4","pilot1027084","S","H","N",646.157592773438
"667","List4","pilot1027084","S","H","Y",479.72998046875
"668","List4","pilot1027084","S","V","N",564.47509765625
"669","List4","pilot1027084","S","V","Y",507.0849609375
"670","List4","pilot1027085","L","H","N",640.902587890625
"671","List4","pilot1027085","L","H","Y",655.14599609375
"672","List4","pilot1027085","L","V","N",542.545166015625
"673","List4","pilot1027085","L","V","Y",612.2724609375
"674","List4","pilot1027085","S","H","N",632.75
"675","List4","pilot1027085","S","H","Y",591.93505859375
"676","List4","pilot1027085","S","V","N",512.43017578125
"677","List4","pilot1027085","S","V","Y",495.93505859375
"678","List4","pilot1027086","L","H","N",658.447509765625
"679","List4","pilot1027086","L","H","Y",657.2099609375
"680","List4","pilot1027086","L","V","N",608.247436523438
"681","List4","pilot1027086","L","V","Y",533.005004882812
"682","List4","pilot1027086","S","H","N",521.10888671875
"683","List4","pilot1027086","S","H","Y",605.634887695312
"684","List4","pilot1027086","S","V","N",629.952392578125
"685","List4","pilot1027086","S","V","Y",602.880004882812
"686","List4","pilot1027087","L","H","N",625.1650390625
"687","List4","pilot1027087","L","H","Y",734.02490234375
"688","List4","pilot1027087","L","V","N",575.862426757812
"689","List4","pilot1027087","L","V","Y",648.552490234375
"690","List4","pilot1027087","S","H","N",509.864990234375
"691","List4","pilot1027087","S","H","Y",528.690185546875
"692","List4","pilot1027087","S","V","N",678.2548828125
"693","List4","pilot1027087","S","V","Y",586.9951171875
"694","List4","pilot1027088","L","H","N",627.260009765625
"695","List4","pilot1027088","L","H","Y",574.5
"696","List4","pilot1027088","L","V","N",655.182495117188
"697","List4","pilot1027088","L","V","Y",720.289916992188
"698","List4","pilot1027088","S","H","N",548.832397460938
"699","List4","pilot1027088","S","H","Y",626.784912109375
"700","List4","pilot1027088","S","V","N",557.625
"701","List4","pilot1027088","S","V","Y",536.136474609375
"702","List4","pilot1027089","L","H","N",711.919921875
"703","List4","pilot1027089","L","H","Y",674.44482421875
"704","List4","pilot1027089","L","V","N",580.575073242188
"705","List4","pilot1027089","L","V","Y",782.029296875
"706","List4","pilot1027089","S","H","N",614
"707","List4","pilot1027089","S","H","Y",558.727661132812
"708","List4","pilot1027089","S","V","N",626
"709","List4","pilot1027089","S","V","Y",533.97998046875
"710","List4","pilot1027090","L","H","N",674.010009765625
"711","List4","pilot1027090","L","H","Y",617.437622070312
"712","List4","pilot1027090","L","V","N",576.667236328125
"713","List4","pilot1027090","L","V","Y",656.64990234375
"714","List4","pilot1027090","S","H","N",568.267456054688
"715","List4","pilot1027090","S","H","Y",616.384155273438
"716","List4","pilot1027090","S","V","N",526.50244140625
"717","List4","pilot1027090","S","V","Y",640.532592773438
"718","List4","pilot1027091","L","H","N",637.875
"719","List4","pilot1027091","L","H","Y",552.5048828125
"720","List4","pilot1027091","L","V","N",703.10986328125
"721","List4","pilot1027091","L","V","Y",537.2548828125
"722","List4","pilot1027091","S","H","N",517.715087890625
"723","List4","pilot1027091","S","H","Y",608.737426757812
"724","List4","pilot1027091","S","V","N",549.705078125
"725","List4","pilot1027091","S","V","Y",608.6650390625
"726","List4","pilot1027092","L","H","N",562
"727","List4","pilot1027092","L","H","Y",689.35498046875
"728","List4","pilot1027092","L","V","N",514.930053710938
"729","List4","pilot1027092","L","V","Y",611.824951171875
"730","List4","pilot1027092","S","H","N",667.5
"731","List4","pilot1027092","S","H","Y",500.64990234375
"732","List4","pilot1027092","S","V","N",650.385009765625
"733","List4","pilot1027092","S","V","Y",707.864990234375
"734","List4","pilot1027093","L","H","N",665.742553710938
"735","List4","pilot1027093","L","H","Y",681.05517578125
"736","List4","pilot1027093","L","V","N",860.199829101562
"737","List4","pilot1027093","L","V","Y",541.114990234375
"738","List4","pilot1027093","S","H","N",568.81005859375
"739","List4","pilot1027093","S","H","Y",577.617553710938
"740","List4","pilot1027093","S","V","N",614.191528320312
"741","List4","pilot1027093","S","V","Y",554.844970703125
"742","List4","pilot1027094","L","H","N",619.694946289062
"743","List4","pilot1027094","L","H","Y",602.405395507812
"744","List4","pilot1027094","L","V","N",637.669921875
"745","List4","pilot1027094","L","V","Y",613.114990234375
"746","List4","pilot1027094","S","H","N",615.33251953125
"747","List4","pilot1027094","S","H","Y",606.0048828125
"748","List4","pilot1027094","S","V","N",538.224975585938
"749","List4","pilot1027094","S","V","Y",566.1650390625
"750","List4","pilot1027095","L","H","N",741.0048828125
"751","List4","pilot1027095","L","H","Y",592.0048828125
"752","List4","pilot1027095","L","V","N",541.15478515625
"753","List4","pilot1027095","L","V","Y",791
"754","List4","pilot1027095","S","H","N",606.1826171875
"755","List4","pilot1027095","S","H","Y",552.0048828125
"756","List4","pilot1027095","S","V","N",566.22998046875
"757","List4","pilot1027095","S","V","Y",737.244384765625
"758","List4","pilot1027096","L","H","N",618.572509765625
"759","List4","pilot1027096","L","H","Y",647.8701171875
"760","List4","pilot1027096","L","V","N",606.699951171875
"761","List4","pilot1027096","L","V","Y",521.6025390625
"762","List4","pilot1027096","S","H","N",506.797607421875
"763","List4","pilot1027096","S","H","Y",562.49755859375
"764","List4","pilot1027096","S","V","N",551.052612304688
"765","List4","pilot1027096","S","V","Y",582.135009765625
"766","List4","pilot1027097","L","H","N",605.659912109375
"767","List4","pilot1027097","L","H","Y",594.3701171875
"768","List4","pilot1027097","L","V","N",658.39501953125
"769","List4","pilot1027097","L","V","Y",658.347534179688
"770","List4","pilot1027097","S","H","N",538.95751953125
"771","List4","pilot1027097","S","H","Y",568.430053710938
"772","List4","pilot1027097","S","V","N",508.784912109375
"773","List4","pilot1027097","S","V","Y",529.679931640625
"774","List4","pilot1027098","L","H","N",672.22509765625
"775","List4","pilot1027098","L","H","Y",650.39013671875
"776","List4","pilot1027098","L","V","N",637.532470703125
"777","List4","pilot1027098","L","V","Y",745.5849609375
"778","List4","pilot1027098","S","H","N",522.4375
"779","List4","pilot1027098","S","H","Y",473.47509765625
"780","List4","pilot1027098","S","V","N",693.9951171875
"781","List4","pilot1027098","S","V","Y",545.784912109375
"782","List4","pilot1027099","L","H","N",607.14990234375
"783","List4","pilot1027099","L","H","Y",607
"784","List4","pilot1027099","L","V","N",737.465087890625
"785","List4","pilot1027099","L","V","Y",683.889892578125
"786","List4","pilot1027099","S","H","N",521.479858398438
"787","List4","pilot1027099","S","H","Y",596.287475585938
"788","List4","pilot1027099","S","V","N",556
"789","List4","pilot1027099","S","V","Y",531.73486328125
"790","List4","pilot1027100","L","H","N",692.00732421875
"791","List4","pilot1027100","L","H","Y",692.099975585938
"792","List4","pilot1027100","L","V","N",709.99755859375
"793","List4","pilot1027100","L","V","Y",604.860107421875
"794","List4","pilot1027100","S","H","N",598.18017578125
"795","List4","pilot1027100","S","H","Y",604.81005859375
"796","List4","pilot1027100","S","V","N",551.465087890625
"797","List4","pilot1027100","S","V","Y",700.065185546875
